Quota,Category,State,Institute,Course,Fee,Stipend Year 1,Bond Years,Bond Penalty,Beds,CR JAN 2025 0,CR JAN 2025 1,CR JAN 2025 2,CR JAN 2025 3,CR JUL 2025 0,CR JUL 2025 1,CR JUL 2025 2,CR JUL 2025 3
AIIMS-All India,SC,Uttar Pradesh,"AIIMS, Rai Bareli",PATHOLOGY,-,-,-,-,-,8607,8268,12149,16441,-,-,-,-
AIIMS-All India,SC,Telangana,"AIIMS, Bibinagar",COMMUNITY MEDICINE,-,-,-,-,-,-,-,-,-,-,-,-,-
PGIMER-All India,ST,Chandigarh,"PGIMER, Chandigarh",IHBT,-,-,-,-,-,16503,10520,16503,-,-,-,-,-
AIIMS-All India,UR,Jammu and Kashmir,"AIIMS, Jammu",COMMUNITY MEDICINE,-,-,-,-,-,2926,2926,3859,9556,2753,3143,4470,16566
AIIMS-All India,UR,Jammu and Kashmir,"AIIMS, Jammu",IHBT,-,-,-,-,-,-,-,-,-,2179,2520,2690,16569
AIIMS-All India,OBC,West Bengal,"AIIMS, Kalyani",COMMUNITY MEDICINE,-,-,-,-,-,4939,7069,8016,16572,-,-,-,-
AIIMS-Inst. Pref,UR-AIIMS-IP,Chhattisgarh,"AIIMS, Raipur",IHBT,-,-,-,-,-,4580,-,-,-,-,-,-,15364
PGIMER-All India,OBC,Chandigarh,"PGIMER, Chandigarh",PHARMACOLOGY,-,-,-,-,-,2686,3006,9551,16634,-,-,-,-
AIIMS-All India,OBC,Rajasthan,"AIIMS, Jodhpur",HOSPITAL ADMINISTRATION,-,-,-,-,-,-,-,-,-,2954,4000,6747,16666
AIIMS-All India,UR-PwD,West Bengal,"AIIMS, Kalyani",PSYCHIATRY,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,UR,Rajasthan,"AIIMS, Jodhpur",MICROBIOLOGY,-,-,-,-,-,-,3370,5280,6432,-,3460,4448,16674
AIIMS-All India,OBC,Gujarat,"AIIMS, Rajkot",PHYSIOLOGY,-,-,-,-,-,-,-,-,-,10847,11778,13636,-
AIIMS-All India,OBC,Andhra Pradesh,"AIIMS, Mangalagiri",IHBT,-,-,-,-,-,-,-,-,-,3304,3705,5713,16854
PGIMER-All India,ST,Chandigarh,"PGIMER, Chandigarh",ORTHOPAEDICS,-,-,-,-,-,-,-,-,-,7002,8902,16861,-
AIIMS-Inst. Pref,UR-AIIMS-IP,Uttarakhand,"AIIMS, Rishikesh",COMMUNITY MEDICINE,-,-,-,-,-,1902,16872,16872,-,-,-,-,-
JIPMER-All India,EWS,Pondicherry,"JIPMER, Puducherry",MICROBIOLOGY,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,UR,Assam,"AIIMS, Guwahati",MICROBIOLOGY,-,-,-,-,-,4127,5265,8873,14891,-,-,-,-
AIIMS-All India,OBC,Uttar Pradesh,"AIIMS, Gorakhpur",ANATOMY,-,-,-,-,-,-,-,-,-,6317,11386,17151,-
AIIMS-All India,UR,Himachal Pradesh,"AIIMS, Bilaspur, Himachal",FORENSIC MEDICINE,-,-,-,-,-,1842,5634,6505,17168,-,-,-,-
AIIMS-All India,ST,Rajasthan,"AIIMS, Jodhpur",ORTHOPAEDICS,-,-,-,-,-,-,-,-,-,8902,10243,17302,-
AIIMS-All India,OBC,Jammu and Kashmir,"AIIMS, Jammu",ANATOMY,-,-,-,-,-,-,-,-,-,10651,9779,17327,-
AIIMS-Inst. Pref,UR-AIIMS-IP,Madhya Pradesh,"AIIMS, Bhopal",HOSPITAL ADMINISTRATION,-,-,-,-,-,-,-,-,-,7710,8406,8575,-
AIIMS-Inst. Pref,UR-AIIMS-IP,Odisha,"AIIMS, Bhubaneswar",RADIATION ONCOLOGY,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,ST,Assam,"AIIMS, Guwahati",ENT,-,-,-,-,-,-,-,-,-,-,-,-,-
JIPMER-All India,ST,Pondicherry,"JIPMER, Puducherry",ENT,-,-,-,-,-,3480,9219,-,14539,9761,-,17392,-
AIIMS-All India,SC,Uttar Pradesh,"AIIMS, Gorakhpur",MICROBIOLOGY,-,-,-,-,-,13217,17403,17403,-,-,-,-,-
AIIMS-All India,SC,Andhra Pradesh,"AIIMS, Mangalagiri",COMMUNITY MEDICINE,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,SC,Andhra Pradesh,"AIIMS, Mangalagiri",FORENSIC MEDICINE,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,EWS,Delhi,"AIIMS, Delhi",BIOPHYSICS,-,-,-,-,-,7410,1660,1660,1660,-,-,-,-
AIIMS-All India,EWS,Bihar,"AIIMS, Patna",IHBT,-,-,-,-,-,3956,4923,9570,17638,-,-,-,-
AIIMS-All India,OBC,Uttar Pradesh,"AIIMS, Rai Bareli",PHARMACOLOGY,-,-,-,-,-,5802,8449,15154,17739,-,-,-,-
AIIMS-Inst. Pref,UR-AIIMS-IP,Odisha,"AIIMS, Bhubaneswar",PLASTIC SURGERY 6 YRS,-,-,-,-,-,-,1472,-,-,-,-,-,-
AIIMS-All India,ST,Odisha,"AIIMS, Bhubaneswar",PMR,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,OBC,Bihar,"AIIMS, Patna",IHBT,-,-,-,-,-,-,-,-,-,2281,3939,6349,17998
AIIMS-All India,EWS-PwD,Bihar,"AIIMS, Patna",RADIO DIAGNOSIS,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,ST,West Bengal,"AIIMS, Kalyani",OPHTHALMOLOGY,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,SC,Jammu and Kashmir,"AIIMS, Jammu",COMMUNITY MEDICINE,-,-,-,-,-,-,-,-,-,10181,11225,18161,-
AIIMS-All India,SC,Madhya Pradesh,"AIIMS, Bhopal",BIOCHEMISTRY,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,UR-PwD,Madhya Pradesh,"AIIMS, Bhopal",PAEDIATRICS,-,-,-,-,-,18204,-,-,-,-,-,-,-
AIIMS-All India,ST,Madhya Pradesh,"AIIMS, Bhopal",IHBT,-,-,-,-,-,16505,16505,18206,-,-,-,-,-
AIIMS-All India,OBC,Andhra Pradesh,"AIIMS, Mangalagiri",PHARMACOLOGY,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,ST,Maharashtra,"AIIMS, Nagpur",ANAESTHESIOLOGY,-,-,-,-,-,-,-,-,-,12926,15449,18366,-
AIIMS-All India,ST,Rajasthan,"AIIMS, Jodhpur",EMERGENCY MEDICINE,-,-,-,-,-,-,-,-,-,13308,13308,18379,17513
AIIMS-All India,ST,West Bengal,"AIIMS, Kalyani",IHBT,-,-,-,-,-,17235,17235,18459,-,-,-,-,-
AIIMS-All India,UR-PwD,Uttarakhand,"AIIMS, Rishikesh",GENERAL SURGERY,-,-,-,-,-,18464,18464,-,-,-,-,-,-
AIIMS-Inst. Pref,UR-AIIMS-IP,Uttar Pradesh,"AIIMS, Gorakhpur",IHBT,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,ST,Uttarakhand,"AIIMS, Rishikesh",PHARMACOLOGY,-,-,-,-,-,18525,18525,-,-,-,-,-,-
AIIMS-All India,ST,Chhattisgarh,"AIIMS, Raipur",ANAESTHESIOLOGY,-,-,-,-,-,10679,12199,13507,18536,-,-,-,-
AIIMS-Inst. Pref,UR-AIIMS-IP,Uttar Pradesh,"AIIMS, Gorakhpur",ANATOMY,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,ST,Uttar Pradesh,"AIIMS, Rai Bareli",OPHTHALMOLOGY,-,-,-,-,-,-,-,-,-,12619,12619,18637,18637
AIIMS-All India,ST,Andhra Pradesh,"AIIMS, Mangalagiri",PHYSIOLOGY,-,-,-,-,-,-,-,-,-,10706,18638,-,-
AIIMS-All India,EWS,Uttarakhand,"AIIMS, Rishikesh",BIOCHEMISTRY,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,ST,Uttar Pradesh,"AIIMS, Gorakhpur",EMERGENCY MEDICINE,-,-,-,-,-,10384,13439,14110,18719,-,-,-,-
AIIMS-All India,ST,Delhi,"AIIMS, Delhi",BIOCHEMISTRY,-,-,-,-,-,18758,13501,18758,-,-,-,-,-
AIIMS-All India,SC,Delhi,"AIIMS, Delhi",BIOCHEMISTRY,-,-,-,-,-,-,-,-,18791,11739,11739,18390,-
AIIMS-All India,EWS,Uttar Pradesh,"AIIMS, Rai Bareli",MICROBIOLOGY,-,-,-,-,-,9886,9886,17882,-,10716,17474,18805,-
JIPMER-All India,EWS,Pondicherry,"JIPMER, Puducherry",ANATOMY,-,-,-,-,-,-,-,18907,-,-,10091,-,-
AIIMS-All India,SC,Telangana,"AIIMS, Bibinagar",COMMUNITY & FAMILY MEDICINE,-,-,-,-,-,-,-,-,18908,-,-,-,-
AIIMS-All India,ST,Andhra Pradesh,"AIIMS, Mangalagiri",HOSPITAL ADMINISTRATION,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,EWS,Maharashtra,"AIIMS, Nagpur",FAMILY MEDICINE,-,-,-,-,-,-,-,-,-,3080,3047,4625,18952
AIIMS-All India,ST,Andhra Pradesh,"AIIMS, Mangalagiri",ORTHOPAEDICS,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,OBC,Odisha,"AIIMS, Bhubaneswar",PHARMACOLOGY,-,-,-,-,-,6446,4897,11506,19124,4872,5880,8448,9362
AIIMS-Inst. Pref,UR-AIIMS-IP,Madhya Pradesh,"AIIMS, Bhopal",FORENSIC MEDICINE,-,-,-,-,-,-,16203,19259,-,14518,14518,-,-
AIIMS-All India,SC,Uttarakhand,"AIIMS, Rishikesh",PHARMACOLOGY,-,-,-,-,-,-,-,-,19265,-,-,-,-
AIIMS-Inst. Pref,UR-AIIMS-IP,Odisha,"AIIMS, Bhubaneswar",BIOCHEMISTRY,-,-,-,-,-,7248,-,-,-,2611,19311,-,19311
AIIMS-Inst. Pref,UR-AIIMS-IP,Uttar Pradesh,"AIIMS, Gorakhpur",BIOCHEMISTRY,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-Inst. Pref,UR-AIIMS-IP,West Bengal,"AIIMS, Kalyani",HOSPITAL ADMINISTRATION,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,UR,Uttarakhand,"AIIMS, Rishikesh",BIOCHEMISTRY,-,-,-,-,-,3826,4364,6055,19388,-,-,-,15755
JIPMER-All India,ST,Pondicherry,"JIPMER, Puducherry",PMR,-,-,-,-,-,-,-,-,-,-,13151,-,-
AIIMS-All India,ST,Maharashtra,"AIIMS, Nagpur",PMR,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,UR-PwD,Maharashtra,"AIIMS, Nagpur",GENERAL SURGERY,-,-,-,-,-,19450,-,-,-,-,-,-,-
AIIMS-All India,UR-PwD,Madhya Pradesh,"AIIMS, Bhopal",RADIATION ONCOLOGY,-,-,-,-,-,-,19450,-,-,-,-,-,-
AIIMS-All India,OBC,Rajasthan,"AIIMS, Jodhpur",FORENSIC MEDICINE,-,-,-,-,-,-,-,-,-,4533,6194,9394,19459
AIIMS-Inst. Pref,UR-AIIMS-IP,Uttarakhand,"AIIMS, Rishikesh",PHYSIOLOGY,-,-,-,-,-,-,-,-,-,17267,19503,-,-
AIIMS-All India,UR-PwD,West Bengal,"AIIMS, Kalyani",ORTHOPAEDICS,-,-,-,-,-,19545,-,-,-,-,-,-,-
AIIMS-All India,OBC,Jammu and Kashmir,"AIIMS, Jammu",PATHOLOGY,-,-,-,-,-,3333,4122,5270,-,3529,4067,5807,19618
AIIMS-All India,EWS,Gujarat,"AIIMS, Rajkot",MICROBIOLOGY,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,EWS,Maharashtra,"AIIMS, Nagpur",PHYSIOLOGY,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,EWS,Telangana,"AIIMS, Bibinagar",BIOCHEMISTRY,-,-,-,-,-,14282,14282,14282,-,-,-,-,-
AIIMS-All India,ST,Uttar Pradesh,"AIIMS, Rai Bareli",PMR,-,-,-,-,-,15066,16802,19734,-,-,-,-,-
AIIMS-All India,SC,Telangana,"AIIMS, Bibinagar",MICROBIOLOGY,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,EWS,Madhya Pradesh,"AIIMS, Bhopal",ANATOMY,-,-,-,-,-,19860,11500,-,-,-,-,-,-
AIIMS-All India,OBC,Assam,"AIIMS, Guwahati",MICROBIOLOGY,-,-,-,-,-,8568,10682,13570,19880,6761,6761,12561,-
AIIMS-All India,UR,Madhya Pradesh,"AIIMS, Bhopal",MICROBIOLOGY,-,-,-,-,-,-,-,-,-,1376,2994,-,19929
AIIMS-All India,UR,Gujarat,"AIIMS, Rajkot",PHYSIOLOGY,-,-,-,-,-,3393,737,8787,-,4461,4571,6283,-
PGIMER-All India,SC,Chandigarh,"PGIMER, Chandigarh",MICROBIOLOGY,-,-,-,-,-,6656,10432,16193,20048,-,-,-,-
AIIMS-All India,SC,Jammu and Kashmir,"AIIMS, Jammu",IHBT,-,-,-,-,-,-,-,-,-,8103,12336,20065,-
AIIMS-All India,SC,Rajasthan,"AIIMS, Jodhpur",PHYSIOLOGY,-,-,-,-,-,7810,7810,20071,-,-,-,-,-
AIIMS-All India,SC,Uttar Pradesh,"AIIMS, Rai Bareli",FORENSIC MEDICINE,-,-,-,-,-,11304,12236,20073,-,-,-,-,-
AIIMS-All India,OBC-PwD,Madhya Pradesh,"AIIMS, Bhopal",PAEDIATRICS,-,-,-,-,-,-,20074,20074,-,-,-,-,-
AIIMS-All India,SC,West Bengal,"AIIMS, Kalyani",FORENSIC MEDICINE,-,-,-,-,-,-,-,-,-,-,-,-,-
JIPMER-All India,ST,Pondicherry,"JIPMER, Puducherry",MICROBIOLOGY,-,-,-,-,-,-,-,20088,-,-,-,-,-
AIIMS-All India,OBC,Uttar Pradesh,"AIIMS, Rai Bareli",COMMUNITY MEDICINE,-,-,-,-,-,-,-,-,-,4494,5868,7490,20134
AIIMS-All India,SC,Andhra Pradesh,"AIIMS, Mangalagiri",IHBT,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-Inst. Pref,UR-AIIMS-IP,Uttarakhand,"AIIMS, Rishikesh",FORENSIC MEDICINE,-,-,-,-,-,-,1994,8654,-,-,17267,20141,-
AIIMS-All India,OBC,Jammu and Kashmir,"AIIMS, Jammu",MICROBIOLOGY,-,-,-,-,-,9279,11531,15850,20184,-,-,-,-
AIIMS-All India,EWS,Gujarat,"AIIMS, Rajkot",FORENSIC MEDICINE,-,-,-,-,-,8000,10369,20185,-,-,-,-,-
AIIMS-All India,UR,Uttar Pradesh,"AIIMS, Rai Bareli",PHARMACOLOGY,-,-,-,-,-,5083,5083,7914,20185,2323,-,4649,11929
AIIMS-All India,EWS,Uttarakhand,"AIIMS, Rishikesh",IHBT,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,SC,Bihar,"AIIMS, Patna",PMR,-,-,-,-,-,6589,10129,14959,20357,-,-,-,-
AIIMS-All India,OBC-PwD,Himachal Pradesh,"AIIMS, Bilaspur, Himachal",ORTHOPAEDICS,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,SC,Chhattisgarh,"AIIMS, Raipur",BIOCHEMISTRY,-,-,-,-,-,15545,20365,20563,-,-,-,-,-
AIIMS-All India,SC,Uttar Pradesh,"AIIMS, Rai Bareli",PMR,-,-,-,-,-,-,-,-,20651,-,-,-,-
AIIMS-All India,ST,Delhi,"AIIMS, Delhi",PHARMACOLOGY,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,SC,Uttar Pradesh,"AIIMS, Rai Bareli",MICROBIOLOGY,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,ST,West Bengal,"AIIMS, Kalyani",PSYCHIATRY,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,SC,Bihar,"AIIMS, Patna",BIOCHEMISTRY,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,ST,Madhya Pradesh,"AIIMS, Bhopal",PSYCHIATRY,-,-,-,-,-,-,-,-,-,8897,8897,20688,-
AIIMS-All India,SC,Bihar,"AIIMS, Patna",PHYSIOLOGY,-,-,-,-,-,-,-,-,-,-,-,-,-
JIMPER-Inst. Pref,INST (JIPMER)-PwD,Pondicherry,"JIPMER, Puducherry",PSYCHIATRY,-,-,-,-,-,-,-,-,-,-,20715,-,-
AIIMS-All India,SC,West Bengal,"AIIMS, Kalyani",MICROBIOLOGY,-,-,-,-,-,13097,17234,20261,-,-,-,-,-
AIIMS-All India,SC,Telangana,"AIIMS, Bibinagar",FORENSIC MEDICINE,-,-,-,-,-,-,-,-,-,11987,11831,20761,-
AIIMS-All India,SC,Rajasthan,"AIIMS, Jodhpur",FAMILY MEDICINE,-,-,-,-,-,-,-,-,-,5114,7407,12710,20763
AIIMS-All India,UR,Chhattisgarh,"AIIMS, Raipur",PHYSIOLOGY,-,-,-,-,-,-,5936,-,-,2697,-,5586,20787
AIIMS-All India,SC,Jammu and Kashmir,"AIIMS, Jammu",PATHOLOGY,-,-,-,-,-,9351,11578,12924,17895,-,-,-,20788
AIIMS-All India,SC,Himachal Pradesh,"AIIMS, Bilaspur, Himachal",PATHOLOGY,-,-,-,-,-,8829,9499,12211,20869,-,-,-,-
AIIMS-All India,SC,Andhra Pradesh,"AIIMS, Mangalagiri",ANATOMY,-,-,-,-,-,20963,15282,-,-,-,-,-,-
AIIMS-All India,EWS,Andhra Pradesh,"AIIMS, Mangalagiri",BIOCHEMISTRY,-,-,-,-,-,15062,9064,20974,9064,-,-,-,-
PGIMER-All India,SC,Chandigarh,"PGIMER, Chandigarh",PHARMACOLOGY,-,-,-,-,-,-,-,-,21003,-,-,-,-
AIIMS-All India,SC,Jharkhand,"AIIMS, Deoghar",BIOCHEMISTRY,-,-,-,-,-,21003,20427,-,-,-,-,-,-
AIIMS-All India,SC,Uttar Pradesh,"AIIMS, Rai Bareli",IHBT,-,-,-,-,-,-,-,-,-,-,-,-,-
JIPMER-All India,UR,Pondicherry,"JIPMER, Puducherry",PHYSIOLOGY,-,-,-,-,-,3129,3129,-,21008,-,-,-,16237
AIIMS-Inst. Pref,UR-AIIMS-IP,Delhi,"AIIMS, Delhi",GERIATRICS,-,-,-,-,-,1037,6773,6773,-,4206,5649,21056,-
AIIMS-All India,SC,Jammu and Kashmir,"AIIMS, Jammu",MICROBIOLOGY,-,-,-,-,-,-,-,-,-,16270,18143,21086,-
AIIMS-All India,UR,Odisha,"AIIMS, Bhubaneswar",PHYSIOLOGY,-,-,-,-,-,-,-,6742,21088,-,-,-,17529
AIIMS-All India,SC,West Bengal,"AIIMS, Kalyani",PATHOLOGY,-,-,-,-,-,6351,6351,11466,21097,-,-,-,-
AIIMS-All India,ST,West Bengal,"AIIMS, Kalyani",COMMUNITY MEDICINE,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,OBC,Uttar Pradesh,"AIIMS, Rai Bareli",MICROBIOLOGY,-,-,-,-,-,7856,8687,13237,21199,-,-,-,-
AIIMS-All India,UR,Rajasthan,"AIIMS, Jodhpur",PHYSIOLOGY,-,-,-,-,-,-,-,-,-,2793,3362,5489,15980
AIIMS-All India,ST,Uttar Pradesh,"AIIMS, Rai Bareli",ANAESTHESIOLOGY,-,-,-,-,-,-,-,-,-,15596,16229,21308,-
AIIMS-All India,ST,Himachal Pradesh,"AIIMS, Bilaspur, Himachal",ANAESTHESIOLOGY,-,-,-,-,-,-,-,-,-,15861,11639,21330,-
AIIMS-All India,SC,Jammu and Kashmir,"AIIMS, Jammu",PHARMACOLOGY,-,-,-,-,-,15839,16425,21354,-,-,-,-,-
AIIMS-All India,ST,Odisha,"AIIMS, Bhubaneswar",ENT,-,-,-,-,-,9938,9991,13160,21367,-,-,-,-
AIIMS-All India,EWS,Jharkhand,"AIIMS, Deoghar",COMMUNITY & FAMILY MEDICINE,-,-,-,-,-,-,-,-,-,7674,7353,8107,21379
AIIMS-All India,UR,Odisha,"AIIMS, Bhubaneswar",FORENSIC MEDICINE,-,-,-,-,-,2375,2380,5134,21430,-,1816,4225,-
AIIMS-All India,SC,Madhya Pradesh,"AIIMS, Bhopal",PHARMACOLOGY,-,-,-,-,-,-,-,-,-,13227,13227,21466,-
AIIMS-All India,ST,Andhra Pradesh,"AIIMS, Mangalagiri",PSYCHIATRY,-,-,-,-,-,9219,14789,17448,21633,-,-,-,-
AIIMS-All India,SC,Maharashtra,"AIIMS, Nagpur",PHYSIOLOGY,-,-,-,-,-,20563,18615,21661,-,-,-,-,-
AIIMS-All India,EWS,Jammu and Kashmir,"AIIMS, Jammu",PHYSIOLOGY,-,-,-,-,-,-,-,-,-,21379,21733,-,-
AIIMS-Inst. Pref,UR-AIIMS-IP,Andhra Pradesh,"AIIMS, Mangalagiri",PHARMACOLOGY,-,-,-,-,-,21744,-,-,-,11273,2742,-,-
AIIMS-All India,SC,Madhya Pradesh,"AIIMS, Bhopal",MICROBIOLOGY,-,-,-,-,-,-,-,-,-,14112,14158,21035,-
AIIMS-All India,SC,Maharashtra,"AIIMS, Nagpur",FORENSIC MEDICINE,-,-,-,-,-,-,-,-,-,11512,12283,21785,-
AIIMS-All India,ST,Assam,"AIIMS, Guwahati",RADIATION ONCOLOGY,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-Inst. Pref,UR-AIIMS-IP,Bihar,"AIIMS, Patna",PATHOLOGY,-,-,-,-,-,-,-,-,-,-,6512,21802,-
AIIMS-All India,SC,Telangana,"AIIMS, Bibinagar",PHARMACOLOGY,-,-,-,-,-,12073,12493,21809,-,-,-,-,-
AIIMS-All India,ST,Chhattisgarh,"AIIMS, Raipur",COMMUNITY MEDICINE,-,-,-,-,-,-,-,-,-,19493,19493,21855,-
AIIMS-Inst. Pref,UR-AIIMS-IP,Rajasthan,"AIIMS, Jodhpur",ANATOMY,-,-,-,-,-,-,-,-,-,-,3790,-,-
AIIMS-Inst. Pref,UR-AIIMS-IP,Bihar,"AIIMS, Patna",MICROBIOLOGY,-,-,-,-,-,4219,-,-,-,-,17389,-,21859
AIIMS-Inst. Pref,UR-AIIMS-IP,Chhattisgarh,"AIIMS, Raipur",MICROBIOLOGY,-,-,-,-,-,-,-,-,21907,2487,-,-,-
AIIMS-All India,UR-PwD,Bihar,"AIIMS, Patna",ORTHOPAEDICS,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-Inst. Pref,UR-AIIMS-IP,West Bengal,"AIIMS, Kalyani",COMMUNITY MEDICINE,-,-,-,-,-,18038,-,-,-,-,-,-,-
AIIMS-All India,EWS,Andhra Pradesh,"AIIMS, Mangalagiri",ANATOMY,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-Inst. Pref,UR-AIIMS-IP,Odisha,"AIIMS, Bhubaneswar",HOSPITAL ADMINISTRATION,-,-,-,-,-,-,-,-,-,13820,12876,-,-
AIIMS-All India,SC,Gujarat,"AIIMS, Rajkot",COMMUNITY & FAMILY MEDICINE,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,SC,Maharashtra,"AIIMS, Nagpur",ANATOMY,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-Inst. Pref,UR-AIIMS-IP,West Bengal,"AIIMS, Kalyani",PSYCHIATRY,-,-,-,-,-,6631,18038,-,22070,-,-,-,-
AIIMS-All India,ST,Rajasthan,"AIIMS, Jodhpur",HOSPITAL ADMINISTRATION,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,UR-PwD,Maharashtra,"AIIMS, Nagpur",RADIO DIAGNOSIS,-,-,-,-,-,-,-,-,-,22191,22191,-,-
AIIMS-All India,OBC,Assam,"AIIMS, Guwahati",FORENSIC MEDICINE,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,ST,Uttar Pradesh,"AIIMS, Rai Bareli",COMMUNITY MEDICINE,-,-,-,-,-,22304,19381,20710,-,-,-,-,-
PGIMER-All India,ST,Chandigarh,"PGIMER, Chandigarh",PATHOLOGY,-,-,-,-,-,8856,8418,-,-,-,-,-,-
AIIMS-All India,OBC,Maharashtra,"AIIMS, Nagpur",HOSPITAL ADMINISTRATION,-,-,-,-,-,-,-,-,-,3633,5018,7190,22358
AIIMS-All India,OBC,West Bengal,"AIIMS, Kalyani",MICROBIOLOGY,-,-,-,-,-,9037,10735,13944,16388,7324,6800,12319,22359
AIIMS-All India,SC,Gujarat,"AIIMS, Rajkot",PHYSIOLOGY,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-Inst. Pref,UR-AIIMS-IP,Odisha,"AIIMS, Bhubaneswar",PHARMACOLOGY,-,-,-,-,-,-,15480,15480,-,-,-,-,-
JIPMER-All India,ST,Pondicherry,"JIPMER, Puducherry",FORENSIC MEDICINE,-,-,-,-,-,-,14350,-,-,-,-,-,-
AIIMS-All India,SC,Chhattisgarh,"AIIMS, Raipur",PHYSIOLOGY,-,-,-,-,-,12331,17644,22429,18921,-,-,-,-
AIIMS-All India,UR,Madhya Pradesh,"AIIMS, Bhopal",PHYSIOLOGY,-,-,-,-,-,-,-,-,19680,-,-,-,17675
AIIMS-All India,SC,Madhya Pradesh,"AIIMS, Bhopal",PHYSIOLOGY,-,-,-,-,-,11694,11694,20534,-,-,-,-,-
AIIMS-All India,OBC-PwD,Rajasthan,"AIIMS, Jodhpur",DERMATOLOGY,-,-,-,-,-,12963,12963,-,-,22468,22468,22468,-
AIIMS-All India,ST,Maharashtra,"AIIMS, Nagpur",PSYCHIATRY,-,-,-,-,-,-,-,-,-,9129,9129,21181,22529
AIIMS-All India,ST,Uttarakhand,"AIIMS, Rishikesh",PATHOLOGY,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,SC,Assam,"AIIMS, Guwahati",ANATOMY,-,-,-,-,-,22712,21278,-,-,-,-,-,-
AIIMS-All India,OBC,Punjab,"AIIMS, Bathinda",MICROBIOLOGY,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,EWS,Gujarat,"AIIMS, Rajkot",BIOCHEMISTRY,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,ST,Uttar Pradesh,"AIIMS, Gorakhpur",OPHTHALMOLOGY,-,-,-,-,-,-,-,-,-,14314,15421,22767,-
AIIMS-Inst. Pref,UR-AIIMS-IP,Rajasthan,"AIIMS, Jodhpur",FORENSIC MEDICINE,-,-,-,-,-,7546,11164,22811,-,5562,22741,-,-
AIIMS-Inst. Pref,UR-AIIMS-IP,West Bengal,"AIIMS, Kalyani",FORENSIC MEDICINE,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,ST,Odisha,"AIIMS, Bhubaneswar",COMMUNITY MEDICINE,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,ST,Delhi,"AIIMS, Delhi",HOSPITAL ADMINISTRATION,-,-,-,-,-,-,-,-,-,11877,16167,20327,22961
AIIMS-All India,UR,Jammu and Kashmir,"AIIMS, Jammu",HOSPITAL ADMINISTRATION,-,-,-,-,-,-,-,-,-,1637,2179,3376,23021
AIIMS-All India,UR,Chhattisgarh,"AIIMS, Raipur",ANATOMY,-,-,-,-,-,-,-,8591,-,-,-,-,-
AIIMS-All India,OBC,Chhattisgarh,"AIIMS, Raipur",PHARMACOLOGY,-,-,-,-,-,6515,6995,11524,23249,-,-,-,-
AIIMS-All India,SC,Chhattisgarh,"AIIMS, Raipur",FORENSIC MEDICINE,-,-,-,-,-,-,-,-,-,9399,9399,23349,-
