Quota,Category,State,Institute,Course,Fee,Stipend Year 1,Bond Years,Bond Penalty,Beds,CR JAN 2025 0,CR JAN 2025 1,CR JAN 2025 2,CR JAN 2025 3,CR JUL 2025 0,CR JUL 2025 1,CR JUL 2025 2,CR JUL 2025 3
JIMPER-Inst. Pref,INST (JIPMER)-PwD,Pondicherry,"JIPMER, Puducherry",OBG,-,-,-,-,-,672,611,611,-,-,-,-,-
AIIMS-All India,EWS,Delhi,"AIIMS, Delhi",EMERGENCY MEDICINE,-,-,-,-,-,677,677,-,-,410,410,-,-
AIIMS-Inst. Pref,UR-AIIMS-IP,West Bengal,"AIIMS, Kalyani",RADIO DIAGNOSIS,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,UR,Chhattisgarh,"AIIMS, Raipur",OPHTHALMOLOGY,-,-,-,-,-,572,-,-,-,-,-,-,-
AIIMS-All India,UR,Jharkhand,"AIIMS, Deoghar",ORTHOPAEDICS,-,-,-,-,-,-,-,-,-,476,640,694,-
AIIMS-All India,UR,Bihar,"AIIMS, Patna",ENT,-,-,-,-,-,616,-,-,-,-,-,-,-
AIIMS-All India,EWS,Uttar Pradesh,"AIIMS, Rai Bareli",PAEDIATRICS,-,-,-,-,-,446,446,697,-,-,-,-,-
JIPMER-All India,EWS-PwD,Pondicherry,"JIPMER, Puducherry",OBG,-,-,-,-,-,-,-,-,-,-,-,700,-
AIIMS-All India,EWS,Uttar Pradesh,"AIIMS, Gorakhpur",DERMATOLOGY,-,-,-,-,-,-,-,-,-,229,361,709,-
AIIMS-All India,UR,Punjab,"AIIMS, Bathinda",RADIATION ONCOLOGY,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,UR,Odisha,"AIIMS, Bhubaneswar",PSYCHIATRY,-,-,-,-,-,-,290,-,-,-,-,-,-
AIIMS-All India,EWS,Andhra Pradesh,"AIIMS, Mangalagiri",PAEDIATRICS,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,UR,Madhya Pradesh,"AIIMS, Bhopal",OBG,-,-,-,-,-,291,-,-,-,202,225,314,-
AIIMS-All India,EWS,Madhya Pradesh,"AIIMS, Bhopal",DERMATOLOGY,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,OBC,Odisha,"AIIMS, Bhubaneswar",GENERAL SURGERY,-,-,-,-,-,-,-,-,-,546,546,-,-
JIPMER-All India,EWS,Pondicherry,"JIPMER, Puducherry",DERMATOLOGY,-,-,-,-,-,-,-,430,430,310,-,-,736
AIIMS-All India,UR,Gujarat,"AIIMS, Rajkot",PAEDIATRICS,-,-,-,-,-,318,349,374,374,-,-,-,-
AIIMS-All India,UR,Odisha,"AIIMS, Bhubaneswar",OPHTHALMOLOGY,-,-,-,-,-,427,427,750,750,244,-,-,-
AIIMS-All India,SC,Odisha,"AIIMS, Bhubaneswar",GENERAL MEDICINE,-,-,-,-,-,-,-,-,-,766,766,766,-
JIPMER-All India,UR,Pondicherry,"JIPMER, Puducherry",EMERGENCY MEDICINE,-,-,-,-,-,526,771,719,-,260,-,386,389
JIPMER-All India,OBC,Pondicherry,"JIPMER, Puducherry",OPHTHALMOLOGY,-,-,-,-,-,-,717,-,-,676,-,-,-
JIPMER-All India,OBC-PwD,Pondicherry,"JIPMER, Puducherry",OPHTHALMOLOGY,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,UR,Odisha,"AIIMS, Bhubaneswar",PAEDIATRIC SURGERY 6 YRS,-,-,-,-,-,692,411,-,-,-,447,-,-
AIIMS-All India,UR,Rajasthan,"AIIMS, Jodhpur",ENT,-,-,-,-,-,-,-,-,-,425,578,-,578
AIIMS-All India,OBC,Delhi,"AIIMS, Delhi",EMERGENCY MEDICINE,-,-,-,-,-,655,680,786,-,562,226,226,-
AIIMS-Inst. Pref,UR-AIIMS-IP,Uttarakhand,"AIIMS, Rishikesh",OBG,-,-,-,-,-,315,315,-,-,789,789,789,789
AIIMS-All India,EWS,Telangana,"AIIMS, Bibinagar",PAEDIATRICS,-,-,-,-,-,430,430,733,796,-,-,-,-
AIIMS-All India,EWS,Punjab,"AIIMS, Bathinda",PAEDIATRICS,-,-,-,-,-,466,466,580,-,-,-,-,-
AIIMS-All India,UR,West Bengal,"AIIMS, Kalyani",OBG,-,-,-,-,-,468,596,-,-,-,-,-,-
AIIMS-All India,UR,Jharkhand,"AIIMS, Deoghar",ENT,-,-,-,-,-,-,-,-,-,-,680,819,819
AIIMS-All India,UR,Uttarakhand,"AIIMS, Rishikesh",CARDIO THORACIC AND VASCULAR SURGERY 6 YRS,-,-,-,-,-,-,-,-,-,290,531,608,-
AIIMS-All India,SC,Odisha,"AIIMS, Bhubaneswar",RADIO DIAGNOSIS,-,-,-,-,-,-,-,-,-,827,827,827,-
AIIMS-All India,UR,Maharashtra,"AIIMS, Nagpur",OPHTHALMOLOGY,-,-,-,-,-,-,-,-,-,364,535,687,704
AIIMS-All India,UR,Madhya Pradesh,"AIIMS, Bhopal",PSYCHIATRY,-,-,-,-,-,-,597,-,708,687,687,829,440
AIIMS-All India,EWS,Bihar,"AIIMS, Patna",ORTHOPAEDICS,-,-,-,-,-,-,-,-,-,629,840,840,-
AIIMS-All India,SC,Rajasthan,"AIIMS, Jodhpur",GENERAL MEDICINE,-,-,-,-,-,-,-,-,-,844,844,844,-
AIIMS-All India,EWS,Jharkhand,"AIIMS, Deoghar",GENERAL SURGERY,-,-,-,-,-,861,861,861,861,-,-,-,-
AIIMS-All India,UR,Madhya Pradesh,"AIIMS, Bhopal",RADIATION ONCOLOGY,-,-,-,-,-,561,354,354,354,-,-,-,-
AIIMS-All India,OBC,Assam,"AIIMS, Guwahati",PAEDIATRICS,-,-,-,-,-,633,644,644,-,613,613,865,610
AIIMS-Inst. Pref,UR-AIIMS-IP,Odisha,"AIIMS, Bhubaneswar",OPHTHALMOLOGY,-,-,-,-,-,-,-,-,-,-,883,-,883
AIIMS-All India,UR,Uttarakhand,"AIIMS, Rishikesh",TRAUMASURG&CC (6 YRS),-,-,-,-,-,376,752,-,-,-,-,-,-
AIIMS-Inst. Pref,UR-AIIMS-IP,Bihar,"AIIMS, Patna",GENERAL SURGERY,-,-,-,-,-,385,385,-,-,-,549,-,645
AIIMS-All India,OBC,Punjab,"AIIMS, Bathinda",TBRD,-,-,-,-,-,653,670,889,889,-,-,-,-
AIIMS-Inst. Pref,UR-AIIMS-IP,Rajasthan,"AIIMS, Jodhpur",GENERAL SURGERY,-,-,-,-,-,554,554,-,-,726,895,895,-
AIIMS-All India,EWS,Himachal Pradesh,"AIIMS, Bilaspur, Himachal",GENERAL SURGERY,-,-,-,-,-,585,906,-,-,-,-,-,-
AIIMS-Inst. Pref,UR-AIIMS-IP,Odisha,"AIIMS, Bhubaneswar",GENERAL SURGERY,-,-,-,-,-,505,-,-,-,273,633,147,911
AIIMS-All India,EWS,Chhattisgarh,"AIIMS, Raipur",ORTHOPAEDICS,-,-,-,-,-,579,782,782,916,-,-,-,-
AIIMS-All India,UR,Jammu and Kashmir,"AIIMS, Jammu",EMERGENCY MEDICINE,-,-,-,-,-,-,-,-,-,710,918,-,-
AIIMS-All India,SC,Madhya Pradesh,"AIIMS, Bhopal",GENERAL MEDICINE,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,EWS,Chhattisgarh,"AIIMS, Raipur",GENERAL SURGERY,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,EWS,Maharashtra,"AIIMS, Nagpur",ORTHOPAEDICS,-,-,-,-,-,-,-,-,-,-,-,-,-
PGIMER-All India,OBC-PwD,Chandigarh,"PGIMER, Chandigarh",GENERAL MEDICINE,-,-,-,-,-,929,929,-,-,-,-,-,-
AIIMS-All India,UR,Chhattisgarh,"AIIMS, Raipur",ENT,-,-,-,-,-,-,-,932,-,493,-,-,-
AIIMS-All India,EWS,Odisha,"AIIMS, Bhubaneswar",OBG,-,-,-,-,-,-,-,-,-,935,-,-,-
AIIMS-All India,UR,Andhra Pradesh,"AIIMS, Mangalagiri",ANAESTHESIOLOGY,-,-,-,-,-,939,-,-,-,-,-,-,-
AIIMS-All India,UR,Madhya Pradesh,"AIIMS, Bhopal",GERIATRICS,-,-,-,-,-,-,-,-,-,-,525,858,941
PGIMER-All India,SC,Chandigarh,"PGIMER, Chandigarh",RADIATION ONCOLOGY,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,EWS,Rajasthan,"AIIMS, Jodhpur",NUCLEAR MEDICINE,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,OBC,West Bengal,"AIIMS, Kalyani",PAEDIATRICS,-,-,-,-,-,542,542,609,-,-,-,-,-
JIPMER-All India,EWS,Pondicherry,"JIPMER, Puducherry",OPHTHALMOLOGY,-,-,-,-,-,964,827,-,-,-,-,-,-
AIIMS-All India,EWS,Rajasthan,"AIIMS, Jodhpur",EMERGENCY MEDICINE,-,-,-,-,-,-,-,-,-,923,967,-,-
AIIMS-All India,EWS,Himachal Pradesh,"AIIMS, Bilaspur, Himachal",ORTHOPAEDICS,-,-,-,-,-,916,787,787,970,-,-,-,-
AIIMS-All India,UR,Telangana,"AIIMS, Bibinagar",GENERAL SURGERY,-,-,-,-,-,475,585,666,666,-,-,-,-
AIIMS-All India,UR,Rajasthan,"AIIMS, Jodhpur",EMERGENCY MEDICINE,-,-,-,-,-,522,399,851,522,292,-,-,727
AIIMS-All India,ST,Rajasthan,"AIIMS, Jodhpur",RADIO DIAGNOSIS,-,-,-,-,-,-,-,-,-,999,881,746,-
JIPMER-All India,UR-PwD,Pondicherry,"JIPMER, Puducherry",OPHTHALMOLOGY,-,-,-,-,-,-,-,-,1000,-,-,-,-
AIIMS-All India,EWS,Maharashtra,"AIIMS, Nagpur",OBG,-,-,-,-,-,-,-,-,-,987,700,1006,-
AIIMS-All India,UR,Madhya Pradesh,"AIIMS, Bhopal",ANAESTHESIOLOGY,-,-,-,-,-,855,882,1007,-,-,-,-,836
AIIMS-All India,OBC-PwD,Rajasthan,"AIIMS, Jodhpur",PAEDIATRICS,-,-,-,-,-,-,-,-,-,1019,1019,-,-
AIIMS-All India,UR,West Bengal,"AIIMS, Kalyani",ORTHOPAEDICS,-,-,-,-,-,-,559,559,559,478,392,392,-
AIIMS-All India,OBC,Odisha,"AIIMS, Bhubaneswar",ORTHOPAEDICS,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,EWS,Andhra Pradesh,"AIIMS, Mangalagiri",DERMATOLOGY,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,UR,Maharashtra,"AIIMS, Nagpur",PAEDIATRIC SURGERY 6 YRS,-,-,-,-,-,-,-,-,-,-,439,-,-
JIMPER-Inst. Pref,INST (JIPMER)-PwD,Pondicherry,"JIPMER, Puducherry",RADIATION ONCOLOGY,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,EWS,Punjab,"AIIMS, Bathinda",GENERAL SURGERY,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,UR,Himachal Pradesh,"AIIMS, Bilaspur, Himachal",OPHTHALMOLOGY,-,-,-,-,-,643,1056,-,-,426,825,-,-
AIIMS-All India,UR,Uttar Pradesh,"AIIMS, Gorakhpur",PSYCHIATRY,-,-,-,-,-,1056,807,1046,1046,-,-,-,-
AIIMS-All India,UR,Himachal Pradesh,"AIIMS, Bilaspur, Himachal",OBG,-,-,-,-,-,381,484,-,-,-,-,-,-
AIIMS-Inst. Pref,UR-AIIMS-IP,Uttar Pradesh,"AIIMS, Gorakhpur",OBG,-,-,-,-,-,-,-,-,-,-,-,-,-
JIPMER-All India,OBC-PwD,Pondicherry,"JIPMER, Puducherry",RADIATION ONCOLOGY,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,EWS,West Bengal,"AIIMS, Kalyani",PAEDIATRICS,-,-,-,-,-,531,599,700,787,-,-,-,-
JIPMER-All India,OBC-PwD,Pondicherry,"JIPMER, Puducherry",OBG,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,UR,Chhattisgarh,"AIIMS, Raipur",EMERGENCY MEDICINE,-,-,-,-,-,719,669,855,-,615,386,930,1096
AIIMS-All India,SC,Madhya Pradesh,"AIIMS, Bhopal",DERMATOLOGY,-,-,-,-,-,1096,1096,1096,-,-,-,-,-
AIIMS-All India,OBC,Uttar Pradesh,"AIIMS, Gorakhpur",OBG,-,-,-,-,-,862,862,972,1084,916,1117,1117,985
JIPMER-All India,OBC,Pondicherry,"JIPMER, Puducherry",PSYCHIATRY,-,-,-,-,-,-,-,-,1124,-,-,-,-
AIIMS-All India,SC,Uttarakhand,"AIIMS, Rishikesh",GENERAL MEDICINE,-,-,-,-,-,870,870,-,-,1133,1102,1102,-
AIIMS-Inst. Pref,UR-AIIMS-IP,Chhattisgarh,"AIIMS, Raipur",RADIATION ONCOLOGY,-,-,-,-,-,-,1143,-,-,-,-,-,-
AIIMS-All India,OBC,Gujarat,"AIIMS, Rajkot",GENERAL SURGERY,-,-,-,-,-,-,-,-,-,1145,1145,1145,-
AIIMS-Inst. Pref,UR-AIIMS-IP,Maharashtra,"AIIMS, Nagpur",PAEDIATRICS,-,-,-,-,-,604,604,1159,-,-,-,-,-
AIIMS-All India,UR,Telangana,"AIIMS, Bibinagar",PSYCHIATRY,-,-,-,-,-,1061,1169,1169,1169,-,-,-,-
AIIMS-All India,EWS,Odisha,"AIIMS, Bhubaneswar",GENERAL SURGERY,-,-,-,-,-,582,582,582,582,-,-,-,-
AIIMS-All India,SC,West Bengal,"AIIMS, Kalyani",GENERAL MEDICINE,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,UR,Uttar Pradesh,"AIIMS, Rai Bareli",PSYCHIATRY,-,-,-,-,-,807,738,1182,1182,-,-,-,-
AIIMS-All India,UR,West Bengal,"AIIMS, Kalyani",PSYCHIATRY,-,-,-,-,-,667,704,1188,704,-,-,-,-
AIIMS-Inst. Pref,UR-AIIMS-IP,Andhra Pradesh,"AIIMS, Mangalagiri",ORTHOPAEDICS,-,-,-,-,-,-,-,-,-,1193,1193,-,-
AIIMS-All India,OBC,Telangana,"AIIMS, Bibinagar",GENERAL SURGERY,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,EWS,Rajasthan,"AIIMS, Jodhpur",OPHTHALMOLOGY,-,-,-,-,-,-,-,-,-,1204,1204,1204,-
AIIMS-All India,OBC,Uttarakhand,"AIIMS, Rishikesh",GERIATRICS,-,-,-,-,-,504,1205,1205,-,-,-,-,-
AIIMS-Inst. Pref,UR-AIIMS-IP,Telangana,"AIIMS, Bibinagar",RADIO DIAGNOSIS,-,-,-,-,-,1212,-,-,-,-,-,-,-
AIIMS-All India,OBC,Rajasthan,"AIIMS, Jodhpur",ORTHOPAEDICS,-,-,-,-,-,618,631,757,757,783,879,-,1222
AIIMS-All India,EWS,Gujarat,"AIIMS, Rajkot",OBG,-,-,-,-,-,-,-,-,-,1156,1225,1225,-
AIIMS-All India,UR,Bihar,"AIIMS, Patna",TRAUMASURG&CC (6 YRS),-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,UR,Bihar,"AIIMS, Patna",PSYCHIATRY,-,-,-,-,-,-,-,866,1230,-,-,-,-
AIIMS-All India,UR,Assam,"AIIMS, Guwahati",PSYCHIATRY,-,-,-,-,-,1182,1046,1237,-,-,-,-,-
PGIMER-All India,ST,Chandigarh,"PGIMER, Chandigarh",NUCLEAR MEDICINE,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,UR,Uttarakhand,"AIIMS, Rishikesh",ANAESTHESIOLOGY,-,-,-,-,-,774,846,978,1249,-,-,-,-
JIPMER-All India,UR,Pondicherry,"JIPMER, Puducherry",PAEDIATRIC SURGERY 6 YRS,-,-,-,-,-,500,802,817,944,-,-,-,-
AIIMS-All India,EWS,Uttarakhand,"AIIMS, Rishikesh",OPHTHALMOLOGY,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-Inst. Pref,UR-AIIMS-IP,Madhya Pradesh,"AIIMS, Bhopal",OBG,-,-,-,-,-,833,850,833,-,-,-,-,-
AIIMS-All India,UR-PwD,Delhi,"AIIMS, Delhi",RADIO DIAGNOSIS,-,-,-,-,-,-,-,-,-,1339,1339,-,-
AIIMS-All India,UR,Uttar Pradesh,"AIIMS, Rai Bareli",OPHTHALMOLOGY,-,-,-,-,-,708,949,1000,1343,-,-,-,-
JIPMER-All India,ST-PwD,Pondicherry,"JIPMER, Puducherry",RADIO DIAGNOSIS,-,-,-,-,-,-,1351,1351,-,-,-,-,-
JIMPER-Inst. Pref,INST (JIPMER),Pondicherry,"JIPMER, Puducherry",EMERGENCY MEDICINE,-,-,-,-,-,-,-,-,-,-,1363,-,-
AIIMS-All India,UR,Telangana,"AIIMS, Bibinagar",PAEDIATRIC SURGERY 6 YRS,-,-,-,-,-,-,-,-,-,657,657,992,1364
AIIMS-All India,UR,Telangana,"AIIMS, Bibinagar",ENT,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,OBC,West Bengal,"AIIMS, Kalyani",GENERAL SURGERY,-,-,-,-,-,1209,1260,1368,1290,-,-,-,-
AIIMS-All India,OBC,Odisha,"AIIMS, Bhubaneswar",OBG,-,-,-,-,-,-,-,-,-,776,776,892,892
AIIMS-All India,OBC,Madhya Pradesh,"AIIMS, Bhopal",GERIATRICS,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,ST,Uttarakhand,"AIIMS, Rishikesh",RADIO DIAGNOSIS,-,-,-,-,-,1351,1377,1377,-,-,-,-,-
JIPMER-All India,EWS,Pondicherry,"JIPMER, Puducherry",ENT,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,ST,Andhra Pradesh,"AIIMS, Mangalagiri",DERMATOLOGY,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,SC,Himachal Pradesh,"AIIMS, Bilaspur, Himachal",GENERAL MEDICINE,-,-,-,-,-,1413,933,933,-,-,-,-,-
AIIMS-All India,SC,Punjab,"AIIMS, Bathinda",GENERAL MEDICINE,-,-,-,-,-,1109,1413,1413,-,-,-,-,-
AIIMS-All India,EWS,Telangana,"AIIMS, Bibinagar",OBG,-,-,-,-,-,827,1132,1421,-,-,-,-,-
AIIMS-All India,OBC,Odisha,"AIIMS, Bhubaneswar",OPHTHALMOLOGY,-,-,-,-,-,1084,1424,1424,1424,938,1020,1020,1020
AIIMS-All India,ST,Chhattisgarh,"AIIMS, Raipur",RADIO DIAGNOSIS,-,-,-,-,-,1433,1433,-,-,-,-,-,-
AIIMS-All India,UR,Jharkhand,"AIIMS, Deoghar",PAEDIATRIC SURGERY 6 YRS,-,-,-,-,-,784,830,1248,1381,-,-,-,-
AIIMS-Inst. Pref,UR-AIIMS-IP,Chhattisgarh,"AIIMS, Raipur",ORTHOPAEDICS,-,-,-,-,-,-,-,1299,-,1439,-,-,-
AIIMS-All India,OBC,West Bengal,"AIIMS, Kalyani",OBG,-,-,-,-,-,1002,1023,1023,-,-,-,-,-
AIIMS-All India,OBC,Uttar Pradesh,"AIIMS, Gorakhpur",EMERGENCY MEDICINE,-,-,-,-,-,-,-,-,-,1343,1435,1452,1456
AIIMS-All India,SC,Uttarakhand,"AIIMS, Rishikesh",TBRD,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,UR,Uttar Pradesh,"AIIMS, Rai Bareli",ENT,-,-,-,-,-,726,734,1474,-,518,750,772,-
AIIMS-All India,UR,Uttar Pradesh,"AIIMS, Gorakhpur",EMERGENCY MEDICINE,-,-,-,-,-,763,1187,-,1478,-,-,-,-
AIIMS-All India,EWS,Uttarakhand,"AIIMS, Rishikesh",ENT,-,-,-,-,-,-,-,-,-,-,-,-,-
JIPMER-All India,SC-PwD,Pondicherry,"JIPMER, Puducherry",PAEDIATRICS,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,EWS,Uttar Pradesh,"AIIMS, Rai Bareli",ORTHOPAEDICS,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,OBC,Chhattisgarh,"AIIMS, Raipur",RADIATION ONCOLOGY,-,-,-,-,-,-,-,-,-,1492,1243,1243,-
AIIMS-All India,UR,Uttar Pradesh,"AIIMS, Rai Bareli",PAEDIATRIC SURGERY 6 YRS,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,OBC,Uttar Pradesh,"AIIMS, Gorakhpur",ORTHOPAEDICS,-,-,-,-,-,-,-,-,-,1164,1218,1218,-
AIIMS-All India,SC,West Bengal,"AIIMS, Kalyani",DERMATOLOGY,-,-,-,-,-,1410,1504,-,-,-,-,-,-
AIIMS-Inst. Pref,UR-AIIMS-IP,Telangana,"AIIMS, Bibinagar",GENERAL MEDICINE,-,-,-,-,-,-,1505,-,-,-,-,-,-
AIIMS-All India,SC,Andhra Pradesh,"AIIMS, Mangalagiri",DERMATOLOGY,-,-,-,-,-,1504,1514,1514,-,-,-,-,-
AIIMS-All India,UR,Telangana,"AIIMS, Bibinagar",ORTHOPAEDICS,-,-,-,-,-,-,-,-,-,-,-,-,-
JIMPER-Inst. Pref,INST (JIPMER)-PwD,Pondicherry,"JIPMER, Puducherry",PMR,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-Inst. Pref,UR-AIIMS-IP,Uttar Pradesh,"AIIMS, Rai Bareli",PSYCHIATRY,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,UR,Madhya Pradesh,"AIIMS, Bhopal",FAMILY MEDICINE,-,-,-,-,-,913,-,-,867,-,-,-,-
AIIMS-All India,UR,Gujarat,"AIIMS, Rajkot",RADIATION ONCOLOGY,-,-,-,-,-,-,-,-,-,882,745,1115,905
AIIMS-All India,EWS,Bihar,"AIIMS, Patna",OPHTHALMOLOGY,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,EWS,Maharashtra,"AIIMS, Nagpur",OPHTHALMOLOGY,-,-,-,-,-,1542,1542,-,-,-,-,-,-
AIIMS-All India,EWS,Odisha,"AIIMS, Bhubaneswar",ORTHOPAEDICS,-,-,-,-,-,-,-,-,-,760,574,1544,-
AIIMS-All India,OBC,Telangana,"AIIMS, Bibinagar",ORTHOPAEDICS,-,-,-,-,-,1052,1192,1192,-,-,-,-,-
AIIMS-All India,UR,Assam,"AIIMS, Guwahati",ENT,-,-,-,-,-,943,943,1402,1402,680,912,1107,1550
AIIMS-All India,OBC,Odisha,"AIIMS, Bhubaneswar",EMERGENCY MEDICINE,-,-,-,-,-,1127,1127,1554,1559,-,-,-,-
AIIMS-All India,EWS,Punjab,"AIIMS, Bathinda",ENT,-,-,-,-,-,1572,1448,-,-,-,-,-,-
AIIMS-All India,UR,Assam,"AIIMS, Guwahati",EMERGENCY MEDICINE,-,-,-,-,-,973,1075,1075,1599,727,936,936,936
AIIMS-All India,UR,Rajasthan,"AIIMS, Jodhpur",FAMILY MEDICINE,-,-,-,-,-,-,-,1607,1190,-,-,-,-
AIIMS-All India,OBC,Telangana,"AIIMS, Bibinagar",ENT,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,OBC,Gujarat,"AIIMS, Rajkot",OPHTHALMOLOGY,-,-,-,-,-,-,-,-,-,1529,1529,1627,1627
AIIMS-All India,OBC,Himachal Pradesh,"AIIMS, Bilaspur, Himachal",OBG,-,-,-,-,-,955,1067,-,-,1059,1386,1484,1638
AIIMS-All India,SC,Gujarat,"AIIMS, Rajkot",RADIO DIAGNOSIS,-,-,-,-,-,-,-,-,-,1102,1628,1642,-
AIIMS-All India,UR,Telangana,"AIIMS, Bibinagar",ANAESTHESIOLOGY,-,-,-,-,-,954,954,1409,1409,-,-,-,-
AIIMS-All India,EWS,Uttar Pradesh,"AIIMS, Gorakhpur",OBG,-,-,-,-,-,1043,1077,1515,1659,-,-,-,-
AIIMS-All India,EWS,Himachal Pradesh,"AIIMS, Bilaspur, Himachal",ENT,-,-,-,-,-,1659,1572,1572,1572,-,-,-,-
NIMHANS-NE Domicile,EWS-North East Domicile,Karnataka,"NIMHANS, Bangalore",PSYCHIATRY,-,-,-,-,-,1660,1453,1453,-,-,-,-,-
JIMPER-Inst. Pref,INST (JIPMER),Pondicherry,"JIPMER, Puducherry",RADIATION ONCOLOGY,-,-,-,-,-,727,727,727,-,1363,1664,1664,-
AIIMS-All India,UR,Gujarat,"AIIMS, Rajkot",FAMILY MEDICINE,-,-,-,-,-,-,-,-,-,1509,1509,1615,1670
AIIMS-All India,UR,Rajasthan,"AIIMS, Jodhpur",PMR,-,-,-,-,-,-,-,-,-,-,1213,-,-
AIIMS-All India,UR,Assam,"AIIMS, Guwahati",OPHTHALMOLOGY,-,-,-,-,-,715,1060,1170,1674,584,855,1050,1401
AIIMS-All India,ST,Delhi,"AIIMS, Delhi",DERMATOLOGY,-,-,-,-,-,-,-,-,-,1681,999,-,-
AIIMS-All India,EWS,Madhya Pradesh,"AIIMS, Bhopal",ENT,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,UR,Himachal Pradesh,"AIIMS, Bilaspur, Himachal",ENT,-,-,-,-,-,992,1057,1274,-,-,-,-,-
AIIMS-All India,UR,Uttarakhand,"AIIMS, Rishikesh",PMR,-,-,-,-,-,775,-,1692,-,-,-,-,-
AIIMS-All India,UR,Punjab,"AIIMS, Bathinda",ANAESTHESIOLOGY,-,-,-,-,-,1220,1312,1346,1696,-,-,-,-
JIPMER-All India,SC-PwD,Pondicherry,"JIPMER, Puducherry",OBG,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,OBC,Odisha,"AIIMS, Bhubaneswar",RADIATION ONCOLOGY,-,-,-,-,-,-,-,-,-,856,1453,1715,-
AIIMS-All India,OBC,Gujarat,"AIIMS, Rajkot",ORTHOPAEDICS,-,-,-,-,-,-,-,-,-,1218,1710,1729,1729
AIIMS-All India,UR,Jammu and Kashmir,"AIIMS, Jammu",ENT,-,-,-,-,-,953,1237,1425,1733,-,-,-,-
AIIMS-All India,UR,Jammu and Kashmir,"AIIMS, Jammu",OPHTHALMOLOGY,-,-,-,-,-,647,1000,1196,1734,675,1071,1197,1071
AIIMS-All India,UR,Jammu and Kashmir,"AIIMS, Jammu",PSYCHIATRY,-,-,-,-,-,1054,1054,1230,1744,744,744,963,1227
AIIMS-All India,UR,Uttar Pradesh,"AIIMS, Rai Bareli",ANAESTHESIOLOGY,-,-,-,-,-,949,1007,1270,1754,-,-,-,-
AIIMS-Inst. Pref,UR-AIIMS-IP,Maharashtra,"AIIMS, Nagpur",RADIATION ONCOLOGY,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,EWS,Madhya Pradesh,"AIIMS, Bhopal",EMERGENCY MEDICINE,-,-,-,-,-,1362,1362,1758,-,-,-,-,-
AIIMS-All India,UR,Jammu and Kashmir,"AIIMS, Jammu",PAEDIATRIC SURGERY 6 YRS,-,-,-,-,-,836,953,1093,1060,825,815,1116,1439
AIIMS-All India,SC,Himachal Pradesh,"AIIMS, Bilaspur, Himachal",DERMATOLOGY,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,SC,Maharashtra,"AIIMS, Nagpur",GENERAL MEDICINE,-,-,-,-,-,934,934,934,-,1784,1740,1784,-
AIIMS-All India,SC,Odisha,"AIIMS, Bhubaneswar",DERMATOLOGY,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,EWS,Gujarat,"AIIMS, Rajkot",ORTHOPAEDICS,-,-,-,-,-,-,-,-,-,840,1104,1821,1771
AIIMS-All India,UR,West Bengal,"AIIMS, Kalyani",ENT,-,-,-,-,-,-,-,-,-,-,-,-,-
