Quota,Category,State,Institute,Course,Fee,Stipend Year 1,Bond Years,Bond Penalty,Beds,CR JAN 2026 0,CR JAN 2026 1,CR JAN 2026 2,CR JAN 2026 3,CR JUL 2026 0,CR JUL 2026 1,CR JUL 2026 2,CR JUL 2026 3
AIIMS-All India,SC,Delhi,"AIIMS, Delhi",ANAESTHESIOLOGY,-,-,-,-,-,2885,2745,3206,6450,4468,-,-,-
AIIMS-All India,OBC,Jammu and Kashmir,"AIIMS, Jammu",FORENSIC MEDICINE,-,-,-,-,-,-,-,-,-,4472,-,-,-
AIIMS-All India,EWS,Maharashtra,"AIIMS, Nagpur",COMMUNITY MEDICINE,-,-,-,-,-,-,-,-,-,4490,-,-,-
AIIMS-All India,ST,Madhya Pradesh,"AIIMS, Bhopal",GENERAL SURGERY,-,-,-,-,-,-,-,-,-,4521,-,-,-
AIIMS-All India,EWS,Punjab,"AIIMS, Bathinda",COMMUNITY & FAMILY MEDICINE,-,-,-,-,-,-,-,-,-,4545,-,-,-
AIIMS-All India,SC,Chhattisgarh,"AIIMS, Raipur",EMERGENCY MEDICINE,-,-,-,-,-,4769,4816,-,-,4553,-,-,-
AIIMS-All India,SC,Andhra Pradesh,"AIIMS, Mangalagiri",ORTHOPAEDICS,-,-,-,-,-,-,-,-,-,4567,-,-,-
AIIMS-Inst. Pref,UR-AIIMS-IP,Gujarat,"AIIMS, Rajkot",PHYSIOLOGY,-,-,-,-,-,-,-,-,-,4593,-,-,-
AIIMS-Inst. Pref,UR-AIIMS-IP,Delhi,"AIIMS, Delhi",ENT,-,-,-,-,-,-,-,-,-,4595,-,-,-
AIIMS-Inst. Pref,UR-AIIMS-IP,Bihar,"AIIMS, Patna",COMMUNITY & FAMILY MEDICINE,-,-,-,-,-,2511,7059,10757,15146,4620,-,-,-
AIIMS-All India,SC,Delhi,"AIIMS, Delhi",GERIATRICS,-,-,-,-,-,2610,3611,4948,7220,4632,-,-,-
AIIMS-All India,OBC,Jharkhand,"AIIMS, Deoghar",COMMUNITY & FAMILY MEDICINE,-,-,-,-,-,4413,6620,-,-,4635,-,-,-
AIIMS-All India,OBC,Bihar,"AIIMS, Patna",FORENSIC MEDICINE,-,-,-,-,-,4463,6612,7287,21321,4664,-,-,-
AIIMS-All India,SC,Uttar Pradesh,"AIIMS, Rai Bareli",ORTHOPAEDICS,-,-,-,-,-,-,-,-,-,4691,-,-,-
AIIMS-All India,OBC,Punjab,"AIIMS, Bathinda",IHBT,-,-,-,-,-,-,-,-,-,4736,-,-,-
AIIMS-All India,OBC,Gujarat,"AIIMS, Rajkot",COMMUNITY & FAMILY MEDICINE,-,-,-,-,-,-,-,-,-,4751,-,-,-
AIIMS-All India,OBC,West Bengal,"AIIMS, Kalyani",FORENSIC MEDICINE,-,-,-,-,-,4833,4833,10511,21508,4760,-,-,-
AIIMS-All India,OBC,Gujarat,"AIIMS, Rajkot",PHARMACOLOGY,-,-,-,-,-,-,-,-,-,4774,-,-,-
AIIMS-Inst. Pref,UR-AIIMS-IP,Andhra Pradesh,"AIIMS, Mangalagiri",ANAESTHESIOLOGY,-,-,-,-,-,-,-,-,-,4776,-,-,-
AIIMS-Inst. Pref,UR-AIIMS-IP,Maharashtra,"AIIMS, Nagpur",COMMUNITY MEDICINE,-,-,-,-,-,7868,11874,13004,-,4781,-,-,-
AIIMS-All India,SC,Odisha,"AIIMS, Bhubaneswar",PSYCHIATRY,-,-,-,-,-,-,-,-,-,4785,-,-,-
AIIMS-Inst. Pref,UR-AIIMS-IP,Uttar Pradesh,"AIIMS, Rai Bareli",PAEDIATRIC SURGERY 6 YRS,-,-,-,-,-,-,4901,6580,-,4842,-,-,-
AIIMS-All India,SC,Andhra Pradesh,"AIIMS, Mangalagiri",GENERAL SURGERY,-,-,-,-,-,-,-,-,-,4860,-,-,-
AIIMS-All India,OBC,Delhi,"AIIMS, Delhi",ANATOMY,-,-,-,-,-,-,-,-,-,4866,-,-,-
AIIMS-Inst. Pref,UR-AIIMS-IP,Andhra Pradesh,"AIIMS, Mangalagiri",OPHTHALMOLOGY,-,-,-,-,-,-,1992,6500,8277,4884,-,-,-
AIIMS-All India,OBC,Rajasthan,"AIIMS, Jodhpur",COMMUNITY MEDICINE,-,-,-,-,-,3785,3785,5061,11445,4887,-,-,-
AIIMS-All India,SC,Punjab,"AIIMS, Bathinda",ENT,-,-,-,-,-,-,-,-,-,4899,-,-,-
AIIMS-All India,SC,Rajasthan,"AIIMS, Jodhpur",ANAESTHESIOLOGY,-,-,-,-,-,4628,4872,6360,-,4921,-,-,-
AIIMS-All India,SC,Uttar Pradesh,"AIIMS, Rai Bareli",OBG,-,-,-,-,-,3382,3472,3782,4769,4958,-,-,-
JIPMER-All India,OBC,Pondicherry,"JIPMER, Puducherry",PHYSIOLOGY,-,-,-,-,-,3418,3418,6163,-,4974,-,-,-
AIIMS-All India,SC,Gujarat,"AIIMS, Rajkot",OBG,-,-,-,-,-,-,-,-,-,4979,-,-,-
AIIMS-All India,SC,Himachal Pradesh,"AIIMS, Bilaspur, Himachal",OBG,-,-,-,-,-,-,-,-,-,4981,-,-,-
AIIMS-All India,OBC,Delhi,"AIIMS, Delhi",PHYSIOLOGY,-,-,-,-,-,4368,2305,-,-,4998,-,-,-
AIIMS-All India,EWS,Delhi,"AIIMS, Delhi",LAB MEDICINE,-,-,-,-,-,-,-,-,-,5034,-,-,-
AIIMS-All India,OBC,Chhattisgarh,"AIIMS, Raipur",FORENSIC MEDICINE,-,-,-,-,-,-,-,-,-,5043,-,-,-
AIIMS-All India,EWS,Himachal Pradesh,"AIIMS, Bilaspur, Himachal",IHBT,-,-,-,-,-,-,-,-,-,5080,-,-,-
AIIMS-All India,OBC,Uttarakhand,"AIIMS, Rishikesh",BIOCHEMISTRY,-,-,-,-,-,-,-,-,-,5081,-,-,-
AIIMS-Inst. Pref,UR-AIIMS-IP,Chhattisgarh,"AIIMS, Raipur",ANATOMY,-,-,-,-,-,-,7224,19818,-,5084,-,-,-
AIIMS-Inst. Pref,UR-AIIMS-IP,Punjab,"AIIMS, Bathinda",EMERGENCY MEDICINE,-,-,-,-,-,-,-,-,-,5097,-,-,-
AIIMS-All India,SC,Maharashtra,"AIIMS, Nagpur",GENERAL SURGERY,-,-,-,-,-,-,-,-,-,5104,-,-,-
AIIMS-All India,SC,Bihar,"AIIMS, Patna",GENERAL SURGERY,-,-,-,-,-,2718,2372,2718,-,5125,-,-,-
AIIMS-All India,SC,Himachal Pradesh,"AIIMS, Bilaspur, Himachal",EMERGENCY MEDICINE,-,-,-,-,-,-,-,-,-,5141,-,-,-
AIIMS-All India,ST,Uttarakhand,"AIIMS, Rishikesh",PAEDIATRICS,-,-,-,-,-,-,-,-,-,5147,-,-,-
AIIMS-All India,EWS,Andhra Pradesh,"AIIMS, Mangalagiri",PATHOLOGY,-,-,-,-,-,-,-,-,-,5160,-,-,-
AIIMS-All India,ST,Assam,"AIIMS, Guwahati",RADIO DIAGNOSIS,-,-,-,-,-,-,-,-,-,5171,-,-,-
AIIMS-All India,OBC,Madhya Pradesh,"AIIMS, Bhopal",PHARMACOLOGY,-,-,-,-,-,-,-,-,-,5174,-,-,-
JIPMER-All India,OBC,Pondicherry,"JIPMER, Puducherry",ANATOMY,-,-,-,-,-,3590,5101,-,25808,5198,-,-,-
NIMHANS-KAR Domicile,SC-Karnataka Domicile,Karnataka,"NIMHANS, Bangalore",PSYCHIATRY,-,-,-,-,-,-,-,-,-,5200,-,-,-
AIIMS-All India,SC,Jammu and Kashmir,"AIIMS, Jammu",ORTHOPAEDICS,-,-,-,-,-,-,-,-,-,5231,-,-,-
AIIMS-Inst. Pref,UR-AIIMS-IP,Uttar Pradesh,"AIIMS, Gorakhpur",FAMILY MEDICINE,-,-,-,-,-,-,-,-,-,5236,-,-,-
AIIMS-All India,ST,Maharashtra,"AIIMS, Nagpur",GENERAL MEDICINE,-,-,-,-,-,-,-,-,-,5243,-,-,-
AIIMS-Inst. Pref,UR-AIIMS-IP,Telangana,"AIIMS, Bibinagar",IHBT,-,-,-,-,-,-,-,-,-,5272,-,-,-
AIIMS-All India,ST,Punjab,"AIIMS, Bathinda",GENERAL MEDICINE,-,-,-,-,-,3143,3143,4239,-,5300,-,-,-
JIMPER-Inst. Pref,INST (JIPMER),Pondicherry,"JIPMER, Puducherry",PATHOLOGY,-,-,-,-,-,2029,-,-,-,5314,-,-,-
AIIMS-Inst. Pref,UR-AIIMS-IP,Maharashtra,"AIIMS, Nagpur",EMERGENCY MEDICINE,-,-,-,-,-,-,-,-,-,5327,-,-,-
AIIMS-All India,SC,Uttar Pradesh,"AIIMS, Gorakhpur",GENERAL SURGERY,-,-,-,-,-,-,-,-,-,5329,-,-,-
AIIMS-All India,OBC,Jharkhand,"AIIMS, Deoghar",PHARMACOLOGY,-,-,-,-,-,-,-,-,-,5349,-,-,-
JIPMER-All India,SC,Pondicherry,"JIPMER, Puducherry",PATHOLOGY,-,-,-,-,-,2144,4160,-,-,5372,-,-,-
AIIMS-Inst. Pref,UR-AIIMS-IP,Maharashtra,"AIIMS, Nagpur",PSYCHIATRY,-,-,-,-,-,2954,-,-,-,5410,-,-,-
AIIMS-Inst. Pref,UR-AIIMS-IP,Bihar,"AIIMS, Patna",PHARMACOLOGY,-,-,-,-,-,-,-,14768,-,5432,-,-,-
AIIMS-All India,SC,Telangana,"AIIMS, Bibinagar",GENERAL SURGERY,-,-,-,-,-,-,-,-,-,5453,-,-,-
PGIMER-All India,ST,Chandigarh,"PGIMER, Chandigarh",OBG,-,-,-,-,-,-,-,-,-,5494,-,-,-
AIIMS-All India,EWS,Gujarat,"AIIMS, Rajkot",PATHOLOGY,-,-,-,-,-,-,-,-,-,5527,-,-,-
AIIMS-All India,EWS,Jharkhand,"AIIMS, Deoghar",PATHOLOGY,-,-,-,-,-,6257,6111,7366,13536,5540,-,-,-
AIIMS-All India,SC,Delhi,"AIIMS, Delhi",PALLIATIVE MEDICINE,-,-,-,-,-,-,-,-,-,5544,-,-,-
AIIMS-All India,SC,Punjab,"AIIMS, Bathinda",OBG,-,-,-,-,-,3092,3402,4039,-,5550,-,-,-
PGIMER-All India,SC,Chandigarh,"PGIMER, Chandigarh",HOSPITAL ADMINISTRATION,-,-,-,-,-,-,-,-,-,5562,-,-,-
AIIMS-All India,UR-PwD,Punjab,"AIIMS, Bathinda",RADIO DIAGNOSIS,-,-,-,-,-,-,-,-,-,5586,-,-,-
AIIMS-All India,OBC,Punjab,"AIIMS, Bathinda",BIOCHEMISTRY,-,-,-,-,-,-,-,-,-,5615,-,-,-
AIIMS-All India,OBC,Bihar,"AIIMS, Patna",BIOCHEMISTRY,-,-,-,-,-,6923,6923,9586,20487,5667,-,-,-
AIIMS-All India,ST,Maharashtra,"AIIMS, Nagpur",PAEDIATRICS,-,-,-,-,-,-,-,-,-,5672,-,-,-
AIIMS-Inst. Pref,UR-AIIMS-IP,Delhi,"AIIMS, Delhi",HOSPITAL ADMINISTRATION,-,-,-,-,-,4121,3290,6137,9327,5746,-,-,-
PGIMER-All India,OBC,Chandigarh,"PGIMER, Chandigarh",MICROBIOLOGY,-,-,-,-,-,-,-,-,-,5753,-,-,-
AIIMS-Inst. Pref,UR-AIIMS-IP,Andhra Pradesh,"AIIMS, Mangalagiri",RADIATION ONCOLOGY,-,-,-,-,-,-,-,-,-,5804,-,-,-
AIIMS-All India,SC,Odisha,"AIIMS, Bhubaneswar",EMERGENCY MEDICINE,-,-,-,-,-,3876,3876,3876,3876,5807,-,-,-
AIIMS-All India,SC,Madhya Pradesh,"AIIMS, Bhopal",ANAESTHESIOLOGY,-,-,-,-,-,4872,5179,5915,-,5816,-,-,-
AIIMS-All India,ST,Uttarakhand,"AIIMS, Rishikesh",RADIATION ONCOLOGY,-,-,-,-,-,-,-,-,-,5840,-,-,-
AIIMS-Inst. Pref,UR-AIIMS-IP,Punjab,"AIIMS, Bathinda",COMMUNITY & FAMILY MEDICINE,-,-,-,-,-,7666,7695,7695,-,5842,-,-,-
AIIMS-All India,ST,Delhi,"AIIMS, Delhi",OPHTHALMOLOGY,-,-,-,-,-,266,266,266,-,5862,-,-,-
AIIMS-All India,OBC,Assam,"AIIMS, Guwahati",BIOCHEMISTRY,-,-,-,-,-,-,-,-,-,5875,-,-,-
AIIMS-All India,OBC,Punjab,"AIIMS, Bathinda",FORENSIC MEDICINE,-,-,-,-,-,-,-,-,-,5884,-,-,-
AIIMS-All India,SC,Odisha,"AIIMS, Bhubaneswar",OPHTHALMOLOGY,-,-,-,-,-,-,-,-,-,5887,-,-,-
AIIMS-All India,SC,Uttarakhand,"AIIMS, Rishikesh",ANAESTHESIOLOGY,-,-,-,-,-,3206,3206,5525,6475,5907,-,-,-
AIIMS-Inst. Pref,UR-AIIMS-IP,Odisha,"AIIMS, Bhubaneswar",IHBT,-,-,-,-,-,-,-,-,-,5916,-,-,-
AIIMS-All India,SC,Jharkhand,"AIIMS, Deoghar",GENERAL SURGERY,-,-,-,-,-,3877,3877,3910,5834,5951,-,-,-
AIIMS-All India,SC,Jammu and Kashmir,"AIIMS, Jammu",OBG,-,-,-,-,-,-,-,-,-,5960,-,-,-
AIIMS-All India,ST,Maharashtra,"AIIMS, Nagpur",ORTHOPAEDICS,-,-,-,-,-,-,-,-,-,5982,-,-,-
AIIMS-All India,SC,Madhya Pradesh,"AIIMS, Bhopal",OPHTHALMOLOGY,-,-,-,-,-,3531,4039,5031,-,5986,-,-,-
AIIMS-Inst. Pref,UR-AIIMS-IP,Odisha,"AIIMS, Bhubaneswar",FORENSIC MEDICINE,-,-,-,-,-,-,-,-,-,5988,-,-,-
AIIMS-All India,OBC,Maharashtra,"AIIMS, Nagpur",BIOCHEMISTRY,-,-,-,-,-,-,-,-,-,5997,-,-,-
JIPMER-All India,EWS,Pondicherry,"JIPMER, Puducherry",PHYSIOLOGY,-,-,-,-,-,6754,-,-,-,6003,-,-,-
AIIMS-All India,SC,Maharashtra,"AIIMS, Nagpur",EMERGENCY MEDICINE,-,-,-,-,-,-,-,-,-,6007,-,-,-
AIIMS-All India,OBC,Rajasthan,"AIIMS, Jodhpur",MICROBIOLOGY,-,-,-,-,-,-,-,-,-,6038,-,-,-
JIPMER-All India,ST,Pondicherry,"JIPMER, Puducherry",GENERAL SURGERY,-,-,-,-,-,3972,2234,2234,-,6058,-,-,-
AIIMS-All India,SC,Chhattisgarh,"AIIMS, Raipur",ANAESTHESIOLOGY,-,-,-,-,-,5323,5410,6652,8171,6070,-,-,-
AIIMS-Inst. Pref,UR-AIIMS-IP,Rajasthan,"AIIMS, Jodhpur",ANAESTHESIOLOGY,-,-,-,-,-,1629,2196,4198,8413,6072,-,-,-
AIIMS-All India,SC,Jharkhand,"AIIMS, Deoghar",OBG,-,-,-,-,-,-,-,-,-,6073,-,-,-
AIIMS-All India,OBC,Madhya Pradesh,"AIIMS, Bhopal",PHYSIOLOGY,-,-,-,-,-,5438,7915,11650,-,6075,-,-,-
AIIMS-All India,EWS,Assam,"AIIMS, Guwahati",PATHOLOGY,-,-,-,-,-,5259,6033,8850,8850,6106,-,-,-
AIIMS-All India,SC,Jammu and Kashmir,"AIIMS, Jammu",OPHTHALMOLOGY,-,-,-,-,-,-,-,-,-,6128,-,-,-
AIIMS-Inst. Pref,UR-AIIMS-IP,Andhra Pradesh,"AIIMS, Mangalagiri",ENT,-,-,-,-,-,1641,1641,-,-,6135,-,-,-
AIIMS-All India,SC,Bihar,"AIIMS, Patna",ANAESTHESIOLOGY,-,-,-,-,-,5602,5652,6570,7705,6137,-,-,-
AIIMS-Inst. Pref,UR-AIIMS-IP,Maharashtra,"AIIMS, Nagpur",IHBT,-,-,-,-,-,3267,7519,-,-,6149,-,-,-
AIIMS-All India,OBC,Chhattisgarh,"AIIMS, Raipur",MICROBIOLOGY,-,-,-,-,-,5151,5088,8175,18732,6236,-,-,-
AIIMS-All India,OBC,Bihar,"AIIMS, Patna",ANATOMY,-,-,-,-,-,9179,11318,12025,-,6243,-,-,-
AIIMS-All India,SC,Delhi,"AIIMS, Delhi",PATHOLOGY,-,-,-,-,-,6702,6437,7592,9568,6259,-,-,-
AIIMS-All India,EWS,Odisha,"AIIMS, Bhubaneswar",MICROBIOLOGY,-,-,-,-,-,-,-,-,-,6269,-,-,-
AIIMS-All India,OBC,Rajasthan,"AIIMS, Jodhpur",PHYSIOLOGY,-,-,-,-,-,-,-,-,-,6272,-,-,-
AIIMS-All India,SC,Maharashtra,"AIIMS, Nagpur",IHBT,-,-,-,-,-,-,-,-,-,6296,-,-,-
AIIMS-All India,EWS,Madhya Pradesh,"AIIMS, Bhopal",PHARMACOLOGY,-,-,-,-,-,6585,9753,-,-,6334,-,-,-
AIIMS-Inst. Pref,UR-AIIMS-IP,Andhra Pradesh,"AIIMS, Mangalagiri",HOSPITAL ADMINISTRATION,-,-,-,-,-,-,-,-,-,6351,-,-,-
AIIMS-All India,OBC,Chhattisgarh,"AIIMS, Raipur",ANATOMY,-,-,-,-,-,-,-,-,-,6385,-,-,-
AIIMS-All India,OBC,Madhya Pradesh,"AIIMS, Bhopal",BIOCHEMISTRY,-,-,-,-,-,-,-,-,-,6398,-,-,-
AIIMS-All India,ST,Andhra Pradesh,"AIIMS, Mangalagiri",PAEDIATRICS,-,-,-,-,-,-,-,-,-,6425,-,-,-
AIIMS-All India,SC,Punjab,"AIIMS, Bathinda",ANAESTHESIOLOGY,-,-,-,-,-,5749,5749,6741,8724,6431,-,-,-
AIIMS-All India,ST,Uttar Pradesh,"AIIMS, Gorakhpur",GENERAL MEDICINE,-,-,-,-,-,-,-,-,-,6436,-,-,-
AIIMS-Inst. Pref,UR-AIIMS-IP,Madhya Pradesh,"AIIMS, Bhopal",PHYSIOLOGY,-,-,-,-,-,-,-,-,-,6445,-,-,-
AIIMS-Inst. Pref,UR-AIIMS-IP,Bihar,"AIIMS, Patna",PHYSIOLOGY,-,-,-,-,-,-,-,-,-,6496,-,-,-
AIIMS-All India,ST,Bihar,"AIIMS, Patna",PAEDIATRICS,-,-,-,-,-,5069,5069,6128,6838,6498,-,-,-
AIIMS-Inst. Pref,UR-AIIMS-IP,Uttarakhand,"AIIMS, Rishikesh",ANAESTHESIOLOGY,-,-,-,-,-,4616,3005,3005,3005,6499,-,-,-
AIIMS-All India,SC,Jharkhand,"AIIMS, Deoghar",ANAESTHESIOLOGY,-,-,-,-,-,5915,6250,8171,9211,6506,-,-,-
AIIMS-All India,OBC,Gujarat,"AIIMS, Rajkot",ANATOMY,-,-,-,-,-,8915,8915,8928,-,6515,-,-,-
JIPMER-All India,SC,Pondicherry,"JIPMER, Puducherry",IHBT,-,-,-,-,-,-,-,-,-,6571,-,-,-
AIIMS-All India,ST,Himachal Pradesh,"AIIMS, Bilaspur, Himachal",PAEDIATRICS,-,-,-,-,-,-,-,-,-,6588,-,-,-
AIIMS-All India,SC,Assam,"AIIMS, Guwahati",ANAESTHESIOLOGY,-,-,-,-,-,-,-,-,-,6700,-,-,-
JIPMER-All India,ST,Pondicherry,"JIPMER, Puducherry",OBG,-,-,-,-,-,-,4730,6300,-,6808,-,-,-
AIIMS-Inst. Pref,UR-AIIMS-IP,Punjab,"AIIMS, Bathinda",OBG,-,-,-,-,-,1735,1735,1735,-,6812,-,-,-
AIIMS-All India,EWS,West Bengal,"AIIMS, Kalyani",FORENSIC MEDICINE,-,-,-,-,-,7922,12959,13543,-,6830,-,-,-
AIIMS-Inst. Pref,UR-AIIMS-IP,Telangana,"AIIMS, Bibinagar",MICROBIOLOGY,-,-,-,-,-,-,-,-,-,6849,-,-,-
AIIMS-Inst. Pref,UR-AIIMS-IP,Himachal Pradesh,"AIIMS, Bilaspur, Himachal",PAEDIATRIC SURGERY 6 YRS,-,-,-,-,-,-,-,-,-,6890,-,-,-
PGIMER-All India,SC,Chandigarh,"PGIMER, Chandigarh",PATHOLOGY,-,-,-,-,-,6437,6765,8363,-,6934,-,-,-
AIIMS-All India,SC,Chhattisgarh,"AIIMS, Raipur",ENT,-,-,-,-,-,-,-,-,-,6962,-,-,-
AIIMS-All India,SC,Rajasthan,"AIIMS, Jodhpur",PSYCHIATRY,-,-,-,-,-,2817,3089,4834,5200,7004,-,-,-
AIIMS-All India,SC,Himachal Pradesh,"AIIMS, Bilaspur, Himachal",ANAESTHESIOLOGY,-,-,-,-,-,-,-,-,-,7035,-,-,-
PGIMER-All India,SC,Chandigarh,"PGIMER, Chandigarh",IHBT,-,-,-,-,-,7265,7265,12348,10388,7143,-,-,-
AIIMS-All India,OBC,Assam,"AIIMS, Guwahati",PHYSIOLOGY,-,-,-,-,-,-,-,-,-,7184,-,-,-
AIIMS-Inst. Pref,UR-AIIMS-IP,Maharashtra,"AIIMS, Nagpur",PHYSIOLOGY,-,-,-,-,-,-,-,-,-,7227,-,-,-
AIIMS-All India,OBC,Uttarakhand,"AIIMS, Rishikesh",ANATOMY,-,-,-,-,-,-,-,-,-,7230,-,-,-
AIIMS-All India,SC,Bihar,"AIIMS, Patna",ENT,-,-,-,-,-,-,-,-,-,7291,-,-,-
AIIMS-All India,SC,Delhi,"AIIMS, Delhi",LAB MEDICINE,-,-,-,-,-,-,-,-,-,7320,-,-,-
PGIMER-All India,ST,Chandigarh,"PGIMER, Chandigarh",OPHTHALMOLOGY,-,-,-,-,-,-,-,-,-,7326,-,-,-
AIIMS-All India,EWS,Delhi,"AIIMS, Delhi",PHYSIOLOGY,-,-,-,-,-,-,-,-,-,7366,-,-,-
AIIMS-All India,OBC,Uttar Pradesh,"AIIMS, Rai Bareli",BIOCHEMISTRY,-,-,-,-,-,6976,9103,12191,-,7397,-,-,-
AIIMS-Inst. Pref,UR-AIIMS-IP,Madhya Pradesh,"AIIMS, Bhopal",COMMUNITY MEDICINE,-,-,-,-,-,9167,12244,15870,-,7462,-,-,-
AIIMS-All India,SC,Himachal Pradesh,"AIIMS, Bilaspur, Himachal",ENT,-,-,-,-,-,-,-,-,-,7519,-,-,-
AIIMS-All India,SC,Himachal Pradesh,"AIIMS, Bilaspur, Himachal",TRAUMATOLOGY AND SURGERY,-,-,-,-,-,-,-,-,-,7528,-,-,-
AIIMS-All India,SC,Chhattisgarh,"AIIMS, Raipur",OPHTHALMOLOGY,-,-,-,-,-,3852,4282,5509,-,7606,-,-,-
AIIMS-All India,ST,Rajasthan,"AIIMS, Jodhpur",OBG,-,-,-,-,-,-,-,-,-,7685,-,-,-
AIIMS-Inst. Pref,UR-AIIMS-IP,Delhi,"AIIMS, Delhi",BIOPHYSICS,-,-,-,-,-,3290,1437,-,-,7760,-,-,-
AIIMS-All India,SC,Madhya Pradesh,"AIIMS, Bhopal",PSYCHIATRY,-,-,-,-,-,-,-,-,-,7793,-,-,-
AIIMS-All India,OBC,Telangana,"AIIMS, Bibinagar",PHYSIOLOGY,-,-,-,-,-,-,-,-,-,7846,-,-,-
AIIMS-All India,OBC,Assam,"AIIMS, Guwahati",ANATOMY,-,-,-,-,-,9491,9491,13738,-,7862,-,-,-
AIIMS-All India,SC,Assam,"AIIMS, Guwahati",OPHTHALMOLOGY,-,-,-,-,-,-,-,-,-,7883,-,-,-
JIPMER-All India,SC,Pondicherry,"JIPMER, Puducherry",ANATOMY,-,-,-,-,-,6528,-,11266,-,7888,-,-,-
AIIMS-All India,SC,Himachal Pradesh,"AIIMS, Bilaspur, Himachal",PSYCHIATRY,-,-,-,-,-,-,-,-,-,7896,-,-,-
AIIMS-All India,OBC,Telangana,"AIIMS, Bibinagar",ANATOMY,-,-,-,-,-,-,-,-,-,7925,-,-,-
AIIMS-Inst. Pref,UR-AIIMS-IP,Uttar Pradesh,"AIIMS, Gorakhpur",COMMUNITY & FAMILY MEDICINE,-,-,-,-,-,-,-,-,-,7933,-,-,-
AIIMS-All India,EWS,Rajasthan,"AIIMS, Jodhpur",MICROBIOLOGY,-,-,-,-,-,-,-,-,-,8019,-,-,-
AIIMS-Inst. Pref,UR-AIIMS-IP,Bihar,"AIIMS, Patna",BIOCHEMISTRY,-,-,-,-,-,12994,10008,-,-,8049,-,-,-
AIIMS-Inst. Pref,UR-AIIMS-IP,Punjab,"AIIMS, Bathinda",ORTHOPAEDICS,-,-,-,-,-,-,-,-,-,8089,-,-,-
AIIMS-All India,OBC,Andhra Pradesh,"AIIMS, Mangalagiri",ANATOMY,-,-,-,-,-,-,-,-,-,8090,-,-,-
AIIMS-All India,SC,Uttar Pradesh,"AIIMS, Rai Bareli",PSYCHIATRY,-,-,-,-,-,6065,5212,5212,5212,8117,-,-,-
AIIMS-Inst. Pref,UR-AIIMS-IP,Uttarakhand,"AIIMS, Rishikesh",TRAUMASURG&CC (6 YRS),-,-,-,-,-,3326,3326,3326,-,8123,-,-,-
AIIMS-Inst. Pref,UR-AIIMS-IP,Odisha,"AIIMS, Bhubaneswar",PHYSIOLOGY,-,-,-,-,-,-,-,-,-,8279,-,-,-
AIIMS-All India,OBC,Jharkhand,"AIIMS, Deoghar",PHYSIOLOGY,-,-,-,-,-,-,-,-,-,8281,-,-,-
NIMHANS-All India,ST,Karnataka,"NIMHANS, Bangalore",PSYCHIATRY,-,-,-,-,-,3277,3277,-,-,8318,-,-,-
AIIMS-All India,OBC,Maharashtra,"AIIMS, Nagpur",ANATOMY,-,-,-,-,-,-,-,-,-,8336,-,-,-
AIIMS-Inst. Pref,UR-AIIMS-IP,Chhattisgarh,"AIIMS, Raipur",PHARMACOLOGY,-,-,-,-,-,5080,5080,15923,16331,8339,-,-,-
AIIMS-All India,SC,Rajasthan,"AIIMS, Jodhpur",PATHOLOGY,-,-,-,-,-,7561,7323,10017,10017,8405,-,-,-
AIIMS-All India,ST,Punjab,"AIIMS, Bathinda",PAEDIATRICS,-,-,-,-,-,-,-,-,-,8419,-,-,-
AIIMS-Inst. Pref,UR-AIIMS-IP,Delhi,"AIIMS, Delhi",PMR,-,-,-,-,-,5894,5894,5894,-,8434,-,-,-
AIIMS-All India,OBC,Jharkhand,"AIIMS, Deoghar",ANATOMY,-,-,-,-,-,3493,3493,5108,-,8446,-,-,-
AIIMS-All India,SC,Maharashtra,"AIIMS, Nagpur",PATHOLOGY,-,-,-,-,-,-,-,-,-,8462,-,-,-
AIIMS-All India,ST,Bihar,"AIIMS, Patna",OBG,-,-,-,-,-,-,-,-,-,8472,-,-,-
AIIMS-All India,SC,Odisha,"AIIMS, Bhubaneswar",PMR,-,-,-,-,-,9672,11145,11415,-,8483,-,-,-
AIIMS-All India,EWS,Gujarat,"AIIMS, Rajkot",ANATOMY,-,-,-,-,-,-,-,-,-,8633,-,-,-
AIIMS-Inst. Pref,UR-AIIMS-IP,Uttar Pradesh,"AIIMS, Gorakhpur",FORENSIC MEDICINE,-,-,-,-,-,-,-,-,-,8687,-,-,-
AIIMS-All India,OBC,West Bengal,"AIIMS, Kalyani",ANATOMY,-,-,-,-,-,9392,10824,13132,-,8725,-,-,-
AIIMS-All India,ST,Delhi,"AIIMS, Delhi",PSYCHIATRY,-,-,-,-,-,-,-,-,-,8736,-,-,-
AIIMS-All India,EWS,Madhya Pradesh,"AIIMS, Bhopal",MICROBIOLOGY,-,-,-,-,-,-,-,-,-,8759,-,-,-
AIIMS-Inst. Pref,UR-AIIMS-IP,Uttarakhand,"AIIMS, Rishikesh",IHBT,-,-,-,-,-,2632,10837,12124,12124,8781,-,-,-
AIIMS-All India,SC,Madhya Pradesh,"AIIMS, Bhopal",PATHOLOGY,-,-,-,-,-,7466,7466,8598,9872,8822,-,-,-
AIIMS-All India,ST,Chhattisgarh,"AIIMS, Raipur",PSYCHIATRY,-,-,-,-,-,-,-,-,-,8825,-,-,-
AIIMS-Inst. Pref,UR-AIIMS-IP,Bihar,"AIIMS, Patna",ANATOMY,-,-,-,-,-,-,-,-,-,8826,-,-,-
