Quota,Category,State,Institute,Course,Fee,Stipend Year 1,Bond Years,Bond Penalty,Beds,CR JAN 2026 0,CR JAN 2026 1,CR JAN 2026 2,CR JAN 2026 3,CR JUL 2026 0,CR JUL 2026 1,CR JUL 2026 2,CR JUL 2026 3
AIIMS-All India,UR-PwD,Chhattisgarh,"AIIMS, Raipur",EMERGENCY MEDICINE,-,-,-,-,-,-,-,-,-,45831,-,-,-
PGIMER-All India,OBC-PwD,Chandigarh,"PGIMER, Chandigarh",OBG,-,-,-,-,-,-,-,-,-,46240,-,-,-
PGIMER-All India,UR-PwD,Chandigarh,"PGIMER, Chandigarh",ANAESTHESIOLOGY,-,-,-,-,-,-,-,-,-,46834,-,-,-
AIIMS-All India,OBC-PwD,Odisha,"AIIMS, Bhubaneswar",PATHOLOGY,-,-,-,-,-,-,-,-,-,47417,-,-,-
AIIMS-All India,UR-PwD,Uttarakhand,"AIIMS, Rishikesh",PHARMACOLOGY,-,-,-,-,-,-,-,-,-,47638,-,-,-
AIIMS-All India,UR-PwD,Madhya Pradesh,"AIIMS, Bhopal",OBG,-,-,-,-,-,-,-,-,-,47925,-,-,-
AIIMS-All India,EWS,Delhi,"AIIMS, Delhi",RADIO DIAGNOSIS,-,-,-,-,-,46,46,-,-,-,-,-,-
AIIMS-All India,UR,Delhi,"AIIMS, Delhi",DERMATOLOGY,-,-,-,-,-,67,62,-,-,-,-,-,-
AIIMS-Inst. Pref,UR-AIIMS-IP,Delhi,"AIIMS, Delhi",GENERAL MEDICINE,-,-,-,-,-,7,10,-,-,-,-,-,-
AIIMS-Inst. Pref,UR-AIIMS-IP,Rajasthan,"AIIMS, Jodhpur",GENERAL MEDICINE,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,EWS,Rajasthan,"AIIMS, Jodhpur",GENERAL MEDICINE,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,UR,Punjab,"AIIMS, Bathinda",DERMATOLOGY,-,-,-,-,-,-,87,87,87,-,-,-,-
AIIMS-All India,UR,Gujarat,"AIIMS, Rajkot",RADIO DIAGNOSIS,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,UR,Rajasthan,"AIIMS, Jodhpur",DERMATOLOGY,-,-,-,-,-,83,83,83,-,-,-,-,-
AIIMS-All India,UR,Madhya Pradesh,"AIIMS, Bhopal",DERMATOLOGY,-,-,-,-,-,-,-,-,-,-,-,-,-
JIPMER-All India,UR,Pondicherry,"JIPMER, Puducherry",DERMATOLOGY,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,EWS,Rajasthan,"AIIMS, Jodhpur",RADIO DIAGNOSIS,-,-,-,-,-,92,121,121,-,-,-,-,-
AIIMS-Inst. Pref,UR-AIIMS-IP,Delhi,"AIIMS, Delhi",PAEDIATRICS,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,UR,West Bengal,"AIIMS, Kalyani",GENERAL MEDICINE,-,-,-,-,-,138,127,127,-,-,-,-,-
AIIMS-All India,EWS,Odisha,"AIIMS, Bhubaneswar",RADIO DIAGNOSIS,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,UR,Odisha,"AIIMS, Bhubaneswar",NUCLEAR MEDICINE,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,UR,Punjab,"AIIMS, Bathinda",RADIO DIAGNOSIS,-,-,-,-,-,102,81,81,81,-,-,-,-
JIMPER-Inst. Pref,INST (JIPMER)-PwD,Pondicherry,"JIPMER, Puducherry",RADIO DIAGNOSIS,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,UR,Assam,"AIIMS, Guwahati",RADIO DIAGNOSIS,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,UR,Uttarakhand,"AIIMS, Rishikesh",DERMATOLOGY,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,UR,Gujarat,"AIIMS, Rajkot",DERMATOLOGY,-,-,-,-,-,-,-,-,-,-,-,-,-
JIPMER-All India,UR-PwD,Pondicherry,"JIPMER, Puducherry",PAEDIATRICS,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,UR,Telangana,"AIIMS, Bibinagar",DERMATOLOGY,-,-,-,-,-,178,178,178,-,-,-,-,-
AIIMS-All India,UR,Delhi,"AIIMS, Delhi",NUCLEAR MEDICINE,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,UR,Uttarakhand,"AIIMS, Rishikesh",NUCLEAR MEDICINE,-,-,-,-,-,124,185,-,-,-,-,-,-
AIIMS-Inst. Pref,UR-AIIMS-IP,Odisha,"AIIMS, Bhubaneswar",RADIO DIAGNOSIS,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,EWS,Andhra Pradesh,"AIIMS, Mangalagiri",RADIO DIAGNOSIS,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,UR,Delhi,"AIIMS, Delhi",ORTHOPAEDICS,-,-,-,-,-,-,21,21,188,-,-,-,-
AIIMS-All India,UR,Maharashtra,"AIIMS, Nagpur",DERMATOLOGY,-,-,-,-,-,87,166,166,-,-,-,-,-
AIIMS-Inst. Pref,UR-AIIMS-IP,Chhattisgarh,"AIIMS, Raipur",GENERAL MEDICINE,-,-,-,-,-,-,203,-,-,-,-,-,-
AIIMS-All India,UR,Rajasthan,"AIIMS, Jodhpur",NUCLEAR MEDICINE,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,EWS,Madhya Pradesh,"AIIMS, Bhopal",RADIO DIAGNOSIS,-,-,-,-,-,147,212,212,-,-,-,-,-
AIIMS-All India,UR,Telangana,"AIIMS, Bibinagar",GENERAL MEDICINE,-,-,-,-,-,180,180,221,-,-,-,-,-
AIIMS-All India,UR,Delhi,"AIIMS, Delhi",EMERGENCY MEDICINE,-,-,-,-,-,71,71,71,-,-,-,-,-
AIIMS-All India,EWS,Rajasthan,"AIIMS, Jodhpur",DERMATOLOGY,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,UR,Odisha,"AIIMS, Bhubaneswar",PAEDIATRICS,-,-,-,-,-,157,170,-,-,-,-,-,-
AIIMS-All India,UR,Rajasthan,"AIIMS, Jodhpur",CARDIO THORACIC AND VASCULAR SURGERY 6 YRS,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,UR,West Bengal,"AIIMS, Kalyani",DERMATOLOGY,-,-,-,-,-,249,249,194,-,-,-,-,-
AIIMS-All India,UR,Assam,"AIIMS, Guwahati",GENERAL SURGERY,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,UR,Odisha,"AIIMS, Bhubaneswar",PLASTIC SURGERY 6 YRS,-,-,-,-,-,177,-,-,-,-,-,-,-
AIIMS-All India,UR,Odisha,"AIIMS, Bhubaneswar",GENERAL SURGERY,-,-,-,-,-,167,167,167,-,-,-,-,-
AIIMS-All India,UR,Uttarakhand,"AIIMS, Rishikesh",PAEDIATRICS,-,-,-,-,-,182,-,260,-,-,-,-,-
JIMPER-Inst. Pref,INST (JIPMER),Pondicherry,"JIPMER, Puducherry",DERMATOLOGY,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-Inst. Pref,UR-AIIMS-IP,Bihar,"AIIMS, Patna",DERMATOLOGY,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,UR,Delhi,"AIIMS, Delhi",PAEDIATRIC SURGERY 6 YRS,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,UR,Jammu and Kashmir,"AIIMS, Jammu",PAEDIATRICS,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-Inst. Pref,UR-AIIMS-IP,Odisha,"AIIMS, Bhubaneswar",GENERAL MEDICINE,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-Inst. Pref,UR-AIIMS-IP,Bihar,"AIIMS, Patna",PAEDIATRICS,-,-,-,-,-,284,284,284,284,-,-,-,-
AIIMS-All India,EWS,Uttarakhand,"AIIMS, Rishikesh",DERMATOLOGY,-,-,-,-,-,-,-,-,-,-,-,-,-
JIPMER-All India,EWS,Pondicherry,"JIPMER, Puducherry",RADIO DIAGNOSIS,-,-,-,-,-,121,292,-,-,-,-,-,-
AIIMS-All India,UR,Chhattisgarh,"AIIMS, Raipur",CARDIO THORACIC AND VASCULAR SURGERY 6 YRS,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,EWS,West Bengal,"AIIMS, Kalyani",GENERAL MEDICINE,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,UR,Assam,"AIIMS, Guwahati",DERMATOLOGY,-,-,-,-,-,250,296,296,-,-,-,-,-
PGIMER-All India,OBC,Chandigarh,"PGIMER, Chandigarh",DERMATOLOGY,-,-,-,-,-,77,110,110,146,-,-,-,-
JIPMER-All India,OBC,Pondicherry,"JIPMER, Puducherry",NUCLEAR MEDICINE,-,-,-,-,-,-,301,301,-,-,-,-,-
AIIMS-All India,EWS,Gujarat,"AIIMS, Rajkot",GENERAL MEDICINE,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,UR,Telangana,"AIIMS, Bibinagar",RADIO DIAGNOSIS,-,-,-,-,-,193,184,306,306,-,-,-,-
AIIMS-All India,OBC,Chhattisgarh,"AIIMS, Raipur",RADIO DIAGNOSIS,-,-,-,-,-,283,229,308,-,-,-,-,-
AIIMS-All India,EWS,Odisha,"AIIMS, Bhubaneswar",DERMATOLOGY,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,OBC,Uttar Pradesh,"AIIMS, Gorakhpur",GENERAL MEDICINE,-,-,-,-,-,286,261,261,-,-,-,-,-
AIIMS-All India,UR,Bihar,"AIIMS, Patna",PAEDIATRICS,-,-,-,-,-,219,275,317,-,-,-,-,-
AIIMS-All India,EWS,Uttarakhand,"AIIMS, Rishikesh",ORTHOPAEDICS,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,EWS,Punjab,"AIIMS, Bathinda",GENERAL MEDICINE,-,-,-,-,-,320,242,242,-,-,-,-,-
AIIMS-All India,OBC,Telangana,"AIIMS, Bibinagar",GENERAL MEDICINE,-,-,-,-,-,324,310,310,-,-,-,-,-
AIIMS-All India,UR,Madhya Pradesh,"AIIMS, Bhopal",GENERAL SURGERY,-,-,-,-,-,325,325,-,-,-,-,-,-
AIIMS-All India,UR,Uttar Pradesh,"AIIMS, Rai Bareli",NEUROLOGY 6 YRS,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,EWS,Maharashtra,"AIIMS, Nagpur",RADIO DIAGNOSIS,-,-,-,-,-,292,329,329,-,-,-,-,-
AIIMS-All India,OBC,Gujarat,"AIIMS, Rajkot",RADIO DIAGNOSIS,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,OBC,Andhra Pradesh,"AIIMS, Mangalagiri",GENERAL MEDICINE,-,-,-,-,-,-,-,231,-,-,-,-,-
AIIMS-All India,UR,Telangana,"AIIMS, Bibinagar",PAEDIATRICS,-,-,-,-,-,334,341,341,-,-,-,-,-
AIIMS-All India,EWS,Madhya Pradesh,"AIIMS, Bhopal",GENERAL MEDICINE,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,OBC,Chhattisgarh,"AIIMS, Raipur",DERMATOLOGY,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,EWS,Assam,"AIIMS, Guwahati",GENERAL MEDICINE,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,OBC,Uttar Pradesh,"AIIMS, Gorakhpur",DERMATOLOGY,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-Inst. Pref,UR-AIIMS-IP,Punjab,"AIIMS, Bathinda",DERMATOLOGY,-,-,-,-,-,364,-,-,-,-,-,-,-
AIIMS-All India,EWS,Andhra Pradesh,"AIIMS, Mangalagiri",GENERAL MEDICINE,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,OBC,West Bengal,"AIIMS, Kalyani",GENERAL MEDICINE,-,-,-,-,-,261,237,-,-,-,-,-,-
AIIMS-All India,OBC,Chhattisgarh,"AIIMS, Raipur",NUCLEAR MEDICINE,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-Inst. Pref,UR-AIIMS-IP,Chhattisgarh,"AIIMS, Raipur",NUCLEAR MEDICINE,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,OBC,Odisha,"AIIMS, Bhubaneswar",NUCLEAR MEDICINE,-,-,-,-,-,301,369,369,369,-,-,-,-
AIIMS-All India,OBC,Jammu and Kashmir,"AIIMS, Jammu",RADIO DIAGNOSIS,-,-,-,-,-,-,-,-,-,-,-,-,-
JIPMER-All India,UR,Pondicherry,"JIPMER, Puducherry",NEUROSURGERY 6 YRS,-,-,-,-,-,134,92,92,381,-,-,-,-
AIIMS-All India,OBC,Gujarat,"AIIMS, Rajkot",GENERAL MEDICINE,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,UR,Andhra Pradesh,"AIIMS, Mangalagiri",PAEDIATRICS,-,-,-,-,-,289,363,382,382,-,-,-,-
AIIMS-All India,UR,Uttar Pradesh,"AIIMS, Gorakhpur",PAEDIATRICS,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,EWS,Odisha,"AIIMS, Bhubaneswar",NUCLEAR MEDICINE,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-Inst. Pref,UR-AIIMS-IP,Odisha,"AIIMS, Bhubaneswar",DERMATOLOGY,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,UR,Uttarakhand,"AIIMS, Rishikesh",PSYCHIATRY,-,-,-,-,-,-,398,-,-,-,-,-,-
AIIMS-All India,OBC,Uttarakhand,"AIIMS, Rishikesh",DERMATOLOGY,-,-,-,-,-,360,399,-,399,-,-,-,-
AIIMS-All India,OBC,Rajasthan,"AIIMS, Jodhpur",NUCLEAR MEDICINE,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,UR,Rajasthan,"AIIMS, Jodhpur",RADIOTHERAPY & ONCOLOGY 6 YRS,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,OBC,Himachal Pradesh,"AIIMS, Bilaspur, Himachal",GENERAL MEDICINE,-,-,-,-,-,254,240,240,240,-,-,-,-
AIIMS-All India,OBC,West Bengal,"AIIMS, Kalyani",RADIO DIAGNOSIS,-,-,-,-,-,394,359,407,-,-,-,-,-
AIIMS-All India,EWS,Uttarakhand,"AIIMS, Rishikesh",NUCLEAR MEDICINE,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,EWS,Delhi,"AIIMS, Delhi",NUCLEAR MEDICINE,-,-,-,-,-,414,414,414,-,-,-,-,-
AIIMS-All India,UR,Madhya Pradesh,"AIIMS, Bhopal",ORTHOPAEDICS,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,EWS,Maharashtra,"AIIMS, Nagpur",PAEDIATRICS,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-Inst. Pref,UR-AIIMS-IP,Chhattisgarh,"AIIMS, Raipur",DERMATOLOGY,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,UR,West Bengal,"AIIMS, Kalyani",PAEDIATRICS,-,-,-,-,-,296,318,424,440,-,-,-,-
AIIMS-All India,OBC,Punjab,"AIIMS, Bathinda",DERMATOLOGY,-,-,-,-,-,441,441,-,-,-,-,-,-
AIIMS-All India,EWS,Delhi,"AIIMS, Delhi",ORTHOPAEDICS,-,-,-,-,-,448,448,448,-,-,-,-,-
AIIMS-All India,OBC,Uttar Pradesh,"AIIMS, Rai Bareli",DERMATOLOGY,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,OBC,Gujarat,"AIIMS, Rajkot",DERMATOLOGY,-,-,-,-,-,-,-,-,-,-,-,-,-
JIPMER-All India,EWS-PwD,Pondicherry,"JIPMER, Puducherry",OPHTHALMOLOGY,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,EWS,Telangana,"AIIMS, Bibinagar",DERMATOLOGY,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,UR,Uttarakhand,"AIIMS, Rishikesh",GERIATRICS,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,EWS,Uttarakhand,"AIIMS, Rishikesh",GENERAL SURGERY,-,-,-,-,-,469,469,469,-,-,-,-,-
AIIMS-All India,EWS,Rajasthan,"AIIMS, Jodhpur",OBG,-,-,-,-,-,477,477,477,-,-,-,-,-
AIIMS-Inst. Pref,UR-AIIMS-IP,Madhya Pradesh,"AIIMS, Bhopal",RADIATION ONCOLOGY,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,EWS,Jammu and Kashmir,"AIIMS, Jammu",GENERAL MEDICINE,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,UR,Andhra Pradesh,"AIIMS, Mangalagiri",NEUROSURGERY 6 YRS,-,-,-,-,-,363,488,488,204,-,-,-,-
AIIMS-All India,OBC,Telangana,"AIIMS, Bibinagar",RADIO DIAGNOSIS,-,-,-,-,-,359,407,489,-,-,-,-,-
AIIMS-All India,EWS,Chhattisgarh,"AIIMS, Raipur",DERMATOLOGY,-,-,-,-,-,428,496,-,-,-,-,-,-
AIIMS-All India,OBC,Andhra Pradesh,"AIIMS, Mangalagiri",NUCLEAR MEDICINE,-,-,-,-,-,399,497,497,-,-,-,-,-
AIIMS-All India,OBC,Telangana,"AIIMS, Bibinagar",PAEDIATRICS,-,-,-,-,-,500,500,-,-,-,-,-,-
AIIMS-All India,EWS,Madhya Pradesh,"AIIMS, Bhopal",GENERAL SURGERY,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,UR,Maharashtra,"AIIMS, Nagpur",GENERAL SURGERY,-,-,-,-,-,410,-,514,501,-,-,-,-
AIIMS-All India,UR,Uttarakhand,"AIIMS, Rishikesh",RADIATION ONCOLOGY,-,-,-,-,-,373,373,493,515,-,-,-,-
AIIMS-All India,OBC,Bihar,"AIIMS, Patna",DERMATOLOGY,-,-,-,-,-,116,516,516,-,-,-,-,-
AIIMS-Inst. Pref,UR-AIIMS-IP,Rajasthan,"AIIMS, Jodhpur",NUCLEAR MEDICINE,-,-,-,-,-,104,104,321,-,-,-,-,-
AIIMS-All India,EWS,Assam,"AIIMS, Guwahati",RADIO DIAGNOSIS,-,-,-,-,-,329,522,522,-,-,-,-,-
AIIMS-All India,UR,Andhra Pradesh,"AIIMS, Mangalagiri",RADIATION ONCOLOGY,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,UR,Madhya Pradesh,"AIIMS, Bhopal",ENT,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,OBC,Telangana,"AIIMS, Bibinagar",DERMATOLOGY,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-Inst. Pref,UR-AIIMS-IP,Maharashtra,"AIIMS, Nagpur",DERMATOLOGY,-,-,-,-,-,539,539,-,-,-,-,-,-
AIIMS-All India,EWS,Odisha,"AIIMS, Bhubaneswar",PAEDIATRICS,-,-,-,-,-,496,544,544,-,-,-,-,-
AIIMS-All India,UR,Uttarakhand,"AIIMS, Rishikesh",PLASTIC SURGERY 6 YRS,-,-,-,-,-,153,210,-,549,-,-,-,-
AIIMS-All India,UR,Odisha,"AIIMS, Bhubaneswar",EMERGENCY MEDICINE,-,-,-,-,-,505,555,555,-,-,-,-,-
AIIMS-All India,UR,Bihar,"AIIMS, Patna",SURGGASTRO (6 YRS),-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,UR,Gujarat,"AIIMS, Rajkot",GENERAL SURGERY,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,OBC,Himachal Pradesh,"AIIMS, Bilaspur, Himachal",DERMATOLOGY,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-Inst. Pref,UR-AIIMS-IP,West Bengal,"AIIMS, Kalyani",NEUROSURGERY 6 YRS,-,-,-,-,-,567,567,-,-,-,-,-,-
AIIMS-Inst. Pref,UR-AIIMS-IP,Andhra Pradesh,"AIIMS, Mangalagiri",NUCLEAR MEDICINE,-,-,-,-,-,425,569,-,-,-,-,-,-
AIIMS-Inst. Pref,UR-AIIMS-IP,Madhya Pradesh,"AIIMS, Bhopal",GENERAL SURGERY,-,-,-,-,-,214,579,-,-,-,-,-,-
AIIMS-All India,UR,Jammu and Kashmir,"AIIMS, Jammu",ORTHOPAEDICS,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,UR,Gujarat,"AIIMS, Rajkot",OBG,-,-,-,-,-,593,587,587,587,-,-,-,-
AIIMS-All India,ST,Rajasthan,"AIIMS, Jodhpur",DERMATOLOGY,-,-,-,-,-,598,598,598,-,-,-,-,-
AIIMS-All India,OBC,Jammu and Kashmir,"AIIMS, Jammu",DERMATOLOGY,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,UR,Uttar Pradesh,"AIIMS, Gorakhpur",ORTHOPAEDICS,-,-,-,-,-,-,-,-,-,-,-,-,-
JIPMER-All India,OBC-PwD,Pondicherry,"JIPMER, Puducherry",EMERGENCY MEDICINE,-,-,-,-,-,627,-,-,-,-,-,-,-
AIIMS-All India,UR,West Bengal,"AIIMS, Kalyani",GENERAL SURGERY,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,UR,Punjab,"AIIMS, Bathinda",PSYCHIATRY,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,OBC,Uttarakhand,"AIIMS, Rishikesh",TBRD,-,-,-,-,-,397,638,-,-,-,-,-,-
AIIMS-All India,UR,Maharashtra,"AIIMS, Nagpur",RADIATION ONCOLOGY,-,-,-,-,-,-,456,456,-,-,-,-,-
AIIMS-All India,UR,Punjab,"AIIMS, Bathinda",GENERAL SURGERY,-,-,-,-,-,482,584,647,-,-,-,-,-
AIIMS-All India,UR,Uttar Pradesh,"AIIMS, Rai Bareli",ORTHOPAEDICS,-,-,-,-,-,546,654,654,-,-,-,-,-
AIIMS-All India,SC,Telangana,"AIIMS, Bibinagar",RADIO DIAGNOSIS,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,UR,Andhra Pradesh,"AIIMS, Mangalagiri",PAEDIATRIC SURGERY 6 YRS,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,UR,Uttarakhand,"AIIMS, Rishikesh",OPHTHALMOLOGY,-,-,-,-,-,315,-,433,662,-,-,-,-
JIMPER-Inst. Pref,INST (JIPMER)-PwD,Pondicherry,"JIPMER, Puducherry",OBG,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,EWS,Delhi,"AIIMS, Delhi",EMERGENCY MEDICINE,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-Inst. Pref,UR-AIIMS-IP,West Bengal,"AIIMS, Kalyani",RADIO DIAGNOSIS,-,-,-,-,-,683,-,-,-,-,-,-,-
AIIMS-All India,UR,Chhattisgarh,"AIIMS, Raipur",OPHTHALMOLOGY,-,-,-,-,-,532,693,693,483,-,-,-,-
AIIMS-All India,UR,Jharkhand,"AIIMS, Deoghar",ORTHOPAEDICS,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,UR,Bihar,"AIIMS, Patna",ENT,-,-,-,-,-,-,-,696,-,-,-,-,-
AIIMS-All India,EWS,Uttar Pradesh,"AIIMS, Rai Bareli",PAEDIATRICS,-,-,-,-,-,-,-,-,-,-,-,-,-
JIPMER-All India,EWS-PwD,Pondicherry,"JIPMER, Puducherry",OBG,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,EWS,Uttar Pradesh,"AIIMS, Gorakhpur",DERMATOLOGY,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,UR,Punjab,"AIIMS, Bathinda",RADIATION ONCOLOGY,-,-,-,-,-,463,711,711,-,-,-,-,-
AIIMS-All India,UR,Odisha,"AIIMS, Bhubaneswar",PSYCHIATRY,-,-,-,-,-,557,619,714,619,-,-,-,-
AIIMS-All India,EWS,Andhra Pradesh,"AIIMS, Mangalagiri",PAEDIATRICS,-,-,-,-,-,659,718,-,-,-,-,-,-
AIIMS-All India,UR,Madhya Pradesh,"AIIMS, Bhopal",OBG,-,-,-,-,-,475,453,453,721,-,-,-,-
AIIMS-All India,EWS,Madhya Pradesh,"AIIMS, Bhopal",DERMATOLOGY,-,-,-,-,-,212,428,428,725,-,-,-,-
AIIMS-All India,OBC,Odisha,"AIIMS, Bhubaneswar",GENERAL SURGERY,-,-,-,-,-,732,575,575,-,-,-,-,-
JIPMER-All India,EWS,Pondicherry,"JIPMER, Puducherry",DERMATOLOGY,-,-,-,-,-,371,371,474,474,-,-,-,-
AIIMS-All India,UR,Gujarat,"AIIMS, Rajkot",PAEDIATRICS,-,-,-,-,-,319,334,334,745,-,-,-,-
AIIMS-All India,UR,Odisha,"AIIMS, Bhubaneswar",OPHTHALMOLOGY,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,SC,Odisha,"AIIMS, Bhubaneswar",GENERAL MEDICINE,-,-,-,-,-,365,365,-,-,-,-,-,-
JIPMER-All India,UR,Pondicherry,"JIPMER, Puducherry",EMERGENCY MEDICINE,-,-,-,-,-,374,-,-,-,-,-,-,-
JIPMER-All India,OBC,Pondicherry,"JIPMER, Puducherry",OPHTHALMOLOGY,-,-,-,-,-,776,-,-,-,-,-,-,-
JIPMER-All India,OBC-PwD,Pondicherry,"JIPMER, Puducherry",OPHTHALMOLOGY,-,-,-,-,-,-,776,-,-,-,-,-,-
AIIMS-All India,UR,Odisha,"AIIMS, Bhubaneswar",PAEDIATRIC SURGERY 6 YRS,-,-,-,-,-,-,781,-,-,-,-,-,-
AIIMS-All India,UR,Rajasthan,"AIIMS, Jodhpur",ENT,-,-,-,-,-,-,-,-,784,-,-,-,-
AIIMS-All India,OBC,Delhi,"AIIMS, Delhi",EMERGENCY MEDICINE,-,-,-,-,-,511,511,511,-,-,-,-,-
AIIMS-Inst. Pref,UR-AIIMS-IP,Uttarakhand,"AIIMS, Rishikesh",OBG,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,EWS,Telangana,"AIIMS, Bibinagar",PAEDIATRICS,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,EWS,Punjab,"AIIMS, Bathinda",PAEDIATRICS,-,-,-,-,-,718,808,808,808,-,-,-,-
AIIMS-All India,UR,West Bengal,"AIIMS, Kalyani",OBG,-,-,-,-,-,455,455,813,-,-,-,-,-
AIIMS-All India,UR,Jharkhand,"AIIMS, Deoghar",ENT,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,UR,Uttarakhand,"AIIMS, Rishikesh",CARDIO THORACIC AND VASCULAR SURGERY 6 YRS,-,-,-,-,-,559,722,825,-,-,-,-,-
AIIMS-All India,SC,Odisha,"AIIMS, Bhubaneswar",RADIO DIAGNOSIS,-,-,-,-,-,139,139,-,-,-,-,-,-
AIIMS-All India,UR,Maharashtra,"AIIMS, Nagpur",OPHTHALMOLOGY,-,-,-,-,-,433,785,827,827,-,-,-,-
AIIMS-All India,UR,Madhya Pradesh,"AIIMS, Bhopal",PSYCHIATRY,-,-,-,-,-,-,-,728,728,-,-,-,-
AIIMS-All India,EWS,Bihar,"AIIMS, Patna",ORTHOPAEDICS,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,SC,Rajasthan,"AIIMS, Jodhpur",GENERAL MEDICINE,-,-,-,-,-,384,609,655,-,-,-,-,-
