Quota,Category,State,Institute,Course,Fee,CR 2025 1,CR 2025 2,CR 2025 3
AI,Open,Rajasthan,"Govt Med Coll, Bhilwara",MBBS,96029,6820(9),9983(17),9969(7)
AI,OBC,Uttar Pradesh,"Govt IMS, Kasna",MBBS,24000,4758(4),8067(4),9983(4)
AI,OBC,Uttar Pradesh,"S N Med Coll, Agra",MBBS,24000,6400(9),9313(9),10008(9)
AI,Open,Madhya Pradesh,"Gaja Raja Med Coll, Gwalior",MBBS,100000,6115(12),8737(12),10034(12)
AI,EWS,Himachal Pradesh,"RPG, Tanda",MBBS,50000,5308(2),9124(2),10086(2)
AI,OBC,Kerala,"Govt Med Coll, Manjeri",MBBS,23150,5058(5),10100(5),10100(5)
AI,EWS,Bihar,"Nalanda Med Coll, Patna",MBBS,9500,6711(1),10109(1),10109(1)
AI,OBC,Telangana,"Osmania Med Coll, Hyderabad",MBBS,14000,4329(10),7039(10),10117(10)
AI,Open,Uttarakhand,"Doon Med Coll, Dehradun",MBBS,150000,5090(8),6285(8),10125(8)
DU,EWS,Delhi,"UCMS, Delhi",MBBS,31340,6992(9),6992(9),10130(9)
AI,OBC,Rajasthan,"Govt Med Coll, Bhilwara",MBBS,96029,7943(6),10553(12),10228(6)
AI,OBC,Kerala,"TD Med Coll, Allepey",MBBS,23150,3940(7),9553(7),10269(7)
AI,OBC,Madhya Pradesh,"Gandhi Med Coll, Bhopal",MBBS,100000,6618(9),9464(9),10298(9)
AI,Open,Punjab,"Govt Med Coll, Amritsar",MBBS,192000,5197(16),9120(16),10304(16)
AI,Open,Gujarat,"Govt Med Coll, Bhavnagar",MBBS,25000,6717(10),9187(10),10344(10)
AI,Open,Rajasthan,"Jhalawar Med Coll, Jhalawar",MBBS,96029,5730(11),8335(11),10360(11)
AI,Open,Himachal Pradesh,"LalBahShastri Govt Med, Mandi",MBBS,50000,6652(7),8593(7),10366(7)
AI,Open,Kerala,"Govt Med Coll, Manjeri",MBBS,23150,4453(6),9343(6),10429(6)
AI,Open,Uttar Pradesh,"MLN Med Coll, Allahabad",MBBS,24000,4991(12),7692(12),10455(12)
AI,Open,Maharashtra,"Govt Med Coll, Mumbai",MBBS,158600,4509(3),7789(3),10468(3)
AI,OBC,Bihar,"Nalanda Med Coll, Patna",MBBS,9500,7268(6),10537(6),10537(6)
AI,EWS,Maharashtra,"BJMC, Pune",MBBS,158600,5434(3),7676(3),10540(3)
AI,OBC,Rajasthan,"Jhalawar Med Coll, Jhalawar",MBBS,96029,6634(8),8843(8),10614(8)
AI,Open,Uttar Pradesh,"MLB Med Coll, Jhansi",MBBS,24000,6180(8),9902(8),10664(8)
AI,OBC,Madhya Pradesh,"Gaja Raja Med Coll, Gwalior",MBBS,100000,7170(8),9865(8),10675(8)
AI,EWS,Gujarat,"PDU Med Coll, Rajkot",MBBS,25000,6691(2),9426(2),10685(2)
AI,Open,Dadra and Nagar Haveli,"NAMO MERI Govt MedColl,Silvassa",MBBS,53000,8919(9),10687(9),10687(9)
AI,OBC,Gujarat,"Govt Med Coll, Bhavnagar",MBBS,25000,7497(7),9701(7),10705(7)
AI,Open,Bihar,"Nalanda Med Coll, Patna",MBBS,9500,6106(9),9827(9),10728(9)
AI,EWS,Rajasthan,"Shri Kalyan MedColl,Sikar",MBBS,96029,8660(2),10730(2),10730(2)
AI,Open,Rajasthan,"Govt Med Coll, Pali",MBBS,96029,7175(9),9579(9),10739(9)
AI,Open,West Bengal,"Nilratan Sircar, Kolkata",MBBS,9000,5524(15),9231(15),10755(15)
AI,EWS,Uttarakhand,"Doon Med Coll, Dehradun",MBBS,150000,7523(1),10384(1),10772(1)
AI,OBC,Haryana,"Kalpana Chawala Govt MC,Karnal",MBBS,61410,6679(4),10786(4),10786(4)
AI,EWS,Uttar Pradesh,"Govt IMS, Kasna",MBBS,24000,5490(1),6054(1),10796(1)
AI,EWS,Himachal Pradesh,"LalBahShastri Govt Med, Mandi",MBBS,50000,9037(2),10816(2),10816(2)
AI,Open,Jammu and Kashmir,"Gove Med Coll, Jammu",MBBS,26250,6719(10),9487(10),10820(10)
AI,OBC,Punjab,"ESIC MedCollHosp,Ludhiana",MBBS,100000,-,10822(1),10822(1)
AI,Open,Uttarakhand,"Govt Med Coll, Haldwani",MBBS,150000,6264(7),10070(7),10967(7)
AI,Open,Tamil Nadu,Coimbatore Med Coll,MBBS,18073,3237(12),9617(12),11002(12)
AI,OBC,Uttarakhand,"Doon Med Coll, Dehradun",MBBS,150000,7277(5),9903(5),11072(5)
AI,Open,Rajasthan,"Government Med Coll, Alwar",MBBS,96029,7064(7),11124(7),11124(7)
AI,Open,Kerala,"Govt Med Coll, Ernakulam",MBBS,23150,3969(6),9072(6),11149(6)
AI,Open,Uttar Pradesh,"UP Univ of Med Sci, Etawah",MBBS,24000,7361(12),10724(12),11173(12)
AI,EWS,Uttar Pradesh,"GSVM Med Coll, Kanpur",MBBS,24000,5550(4),8972(4),11185(4)
AI,OBC,Dadra and Nagar Haveli,"NAMO MERI Govt MedColl,Silvassa",MBBS,53000,10161(4),11215(4),11215(4)
AI,EWS,Madhya Pradesh,"Gandhi Med Coll, Bhopal",MBBS,100000,7666(4),10372(4),11253(4)
AI,OBC,Uttar Pradesh,"MLB Med Coll, Jhansi",MBBS,24000,8044(5),10460(5),11299(5)
AI,OBC,Jammu and Kashmir,"Gove Med Coll, Jammu",MBBS,26250,9019(7),11236(8),11301(8)
AI,OBC,Uttar Pradesh,"MLN Med Coll, Allahabad",MBBS,24000,6175(8),9759(8),11302(8)
AI,OBC,Maharashtra,"Govt Med Coll, Nagpur",MBBS,158600,6433(9),10190(9),11390(9)
AI,EWS,Karnataka,"ESI, Bangalore",MBBS,100000,9673(2),10403(2),11395(2)
AI,OBC,Maharashtra,"HBT & RN Cooper, Mumbai",MBBS,158600,6279(8),10290(8),11420(8)
AI,Open,Madhya Pradesh,"ESIC Med Coll, Indore",MBBS,100000,-,-,11469(3)
AI,Open,Rajasthan,"Government Med Coll, Dausa",MBBS,96029,9156(5),11503(5),11503(5)
AI,OBC,Punjab,"Govt Med Coll, Patiala",MBBS,192000,7803(11),10903(11),11510(11)
AI,Open,Uttar Pradesh,"BRD Med Coll, Gorakhpur",MBBS,24000,6053(9),9358(9),11526(9)
IP,EWS,Delhi,"ESI, Basaidarpur, Delhi",MBBS,100000,-,-,11539(4)
AI,Open,Rajasthan,"Govt Med Coll, Churu",MBBS,96029,7986(8),10544(8),11548(8)
AI,OBC,Uttar Pradesh,"UP Univ of Med Sci, Etawah",MBBS,24000,9014(8),11345(8),11583(8)
AI,Open,Kerala,"Govt Med Coll, Kollam",MBBS,23150,5000(6),10347(6),11585(6)
AI,EWS,Rajasthan,"Jhalawar Med Coll, Jhalawar",MBBS,96029,7948(2),10685(2),11593(2)
AI,OBC,West Bengal,"Nilratan Sircar, Kolkata",MBBS,9000,7671(10),11263(10),11608(10)
AI,OBC,Kerala,"Govt Med Coll, Ernakulam",MBBS,23150,4577(4),10841(4),11625(4)
AI,Open,Kerala,"Academy of Med Sci, Pariyaram",MBBS,23150,4510(5),10018(5),11650(5)
AI,OBC,Maharashtra,"Topiwala, Mumbai",MBBS,158600,5749(5),9907(5),11667(5)
AI,OBC,Uttar Pradesh,"ESIC MedCollHosp,Noida",MBBS,100000,-,10008(3),11674(3)
AI,OBC,Maharashtra,"Lokmanya Tilak, Sion, Mumbai",MBBS,158600,5576(7),9207(7),11693(7)
AI,Open,Madhya Pradesh,"NSC Bose Med Coll, Jabalpur",MBBS,100000,7037(13),10051(13),11706(13)
AIIMS SO,ST,Madhya Pradesh,"AIIMS, Bhopal",MBBS,1350,11713(8),11713(8),11713(8)
AI,EWS,Madhya Pradesh,"Gaja Raja Med Coll, Gwalior",MBBS,100000,8631(3),10529(3),11730(3)
AI,EWS,Rajasthan,"Govt Med Coll, Pali",MBBS,96029,9460(3),11766(3),11766(3)
AI,Open,Tamil Nadu,"Madurai Med Coll, Madurai",MBBS,18073,2543(15),10483(15),11769(15)
AI,Open,Maharashtra,"Rajiv Gandhi MC & CSMH, Thane",MBBS,158600,5783(6),8704(6),11786(6)
AI,Open,Rajasthan,"Govt Med Coll, Bharatpur",MBBS,96029,7816(9),10708(9),11791(9)
AI,Open,Uttar Pradesh,"Shaik-ul-Hind, Saharanpur",MBBS,24000,9465(5),11055(5),11859(5)
AI,OBC,Kerala,"Academy of Med Sci, Pariyaram",MBBS,23150,4799(4),10910(4),11877(4)
AI,Open,Bihar,"Darbhanga, Lehriasarai",MBBS,9500,7873(7),11653(7),11898(7)
AI,Open,Punjab,"DrBRAmbedkar State IMS,Mohali",MBBS,192000,4511(7),9132(7),11918(7)
AI,EWS,Gujarat,"MP Shah, Jamnagar",MBBS,25000,7699(4),10981(4),11923(4)
AI,Open,Haryana,"BPS Govt Med Coll, Sonepat",MBBS,61410,7449(6),11925(6),11925(6)
AI,OBC,Rajasthan,"Govt Med Coll, Bharatpur",MBBS,96029,8220(5),11121(5),11972(5)
AI,OBC,Tamil Nadu,"Kilpauk Med Coll, Chennai",MBBS,18073,2383(6),7800(6),12033(6)
AIIMS SO,EWS,Tamil Nadu,"AIIMS, Madurai",MBBS,1350,6467(5),7417(5),12057(5)
AI,EWS,Uttarakhand,"Govt Med Coll, Haldwani",MBBS,150000,8694(2),12795(2),12081(2)
AI,OBC,Bihar,"Darbhanga, Lehriasarai",MBBS,9500,8947(4),12082(4),12082(4)
AI,OBC,Tamil Nadu,Coimbatore Med Coll,MBBS,18073,3808(8),10829(8),12085(8)
AI,Open,Himachal Pradesh,"DrRadhakrishnan GovtColl,Hamirpur",MBBS,50000,7307(6),11077(6),12103(6)
AI,OBC,Himachal Pradesh,"LalBahShastri Govt Med, Mandi",MBBS,50000,7208(5),9565(5),12108(5)
AI,Open,Maharashtra,"ESI, Andheri, Mumbai",MBBS,100000,-,7812(2),12130(2)
AI,OBC,Rajasthan,"Govt Med Coll, Churu",MBBS,96029,9043(7),11204(7),12207(7)
AIIMS SO,SC,Chhattisgarh,"AIIMS, Raipur",MBBS,1350,12231(18),12231(18),12231(18)
AI,Open,Rajasthan,"Government Med Coll,Chittorgarh",MBBS,96029,9008(5),11083(5),12301(5)
AI,OBC,Kerala,"Govt Med Coll, Kollam",MBBS,23150,5734(5),11182(5),12312(5)
AI,EWS,Gujarat,"Govt Med Coll, Bhavnagar",MBBS,25000,8150(3),11484(3),12318(3)
AI,OBC,Uttar Pradesh,"BRD Med Coll, Gorakhpur",MBBS,24000,7479(6),10319(6),12326(6)
AI,EWS,Dadra and Nagar Haveli,"NAMO MERI Govt MedColl,Silvassa",MBBS,53000,11816(2),12336(2),12336(2)
AI,EWS,Uttar Pradesh,"S N Med Coll, Agra",MBBS,24000,7051(3),9080(3),12381(3)
AI,OBC,Madhya Pradesh,"NSC Bose Med Coll, Jabalpur",MBBS,100000,8481(9),11011(9),12409(9)
AI,Open,Punjab,"ESIC MedCollHosp,Ludhiana",MBBS,100000,-,9396(3),12420(3)
AI,EWS,Rajasthan,"Govt Med Coll, Bhilwara",MBBS,96029,9186(2),12422(4),12422(4)
JPMR SO,ST,Pondicherry,"JIPMER, Puducherry",MBBS,1200,6283(9),6283(9),12503(10)
AI,EWS,Uttar Pradesh,"MLN Med Coll, Allahabad",MBBS,24000,7089(3),10806(3),12526(3)
AI,OBC,Maharashtra,"Govt Med Coll, Mumbai",MBBS,158600,6437(2),10832(2),12550(2)
AI,Open,Gujarat,"ESIC Med Coll, Naroda",MBBS,100000,-,9438(3),12560(3)
AI,Open,Odisha,"MKCG, Berhampur",MBBS,22000,6010(16),11865(16),12593(16)
AI,OBC,Tamil Nadu,"Madurai Med Coll, Madurai",MBBS,18073,3337(9),11212(9),12595(9)
AI,OBC,Odisha,"MKCG, Berhampur",MBBS,22000,8851(10),12454(10),12670(10)
AI,Open,Andhra Pradesh,"Guntur Med Coll, Guntur",MBBS,15000,5030(13),10064(13),12681(13)
AI,EWS,Uttar Pradesh,"BRD Med Coll, Gorakhpur",MBBS,24000,7783(2),10130(2),12710(2)
AI,OBC,Uttar Pradesh,"Shaik-ul-Hind, Saharanpur",MBBS,24000,10873(3),12486(3),12722(3)
AI,OBC,Karnataka,"ESI, Bangalore",MBBS,100000,6851(6),11322(6),12726(6)
AI,EWS,Rajasthan,"Govt Med Coll, Bharatpur",MBBS,96029,10461(2),12727(2),12727(2)
AI,EWS,Rajasthan,"Government Med Coll, Alwar",MBBS,96029,9325(1),12737(1),12737(1)
AI,Open,Tamil Nadu,Tirunelveli Med Coll,MBBS,18073,5527(14),12520(14),12754(14)
AI,Open,Assam,"Gauhati Med Coll, Guwahati",MBBS,6400,7008(12),12779(16),12779(16)
AI,EWS,Uttar Pradesh,"MLB Med Coll, Jhansi",MBBS,24000,8885(3),11843(3),12795(3)
AI,Open,Tamil Nadu,"Govt Med Coll, Omandurar",MBBS,18073,3171(7),9558(7),12902(7)
AI,OBC,Rajasthan,"Government Med Coll, Alwar",MBBS,96029,9182(4),11452(4),12922(4)
AI,EWS,Punjab,"Govt Med Coll, Amritsar",MBBS,192000,9124(3),12318(3),12988(3)
AI,Open,Goa,"Goa Med Coll, Panaji",MBBS,154050,7141(12),10369(12),12994(12)
AI,EWS,Rajasthan,"Govt Med Coll, Barmer",MBBS,96029,10691(1),13027(1),13027(1)
AI,Open,Jammu and Kashmir,"Sher-I-Kashmir, Srinagar",MBBS,36400,7138(8),13034(8),13034(8)
AI,EWS,Punjab,"ESIC MedCollHosp,Ludhiana",MBBS,100000,-,-,13069(1)
AI,EWS,Bihar,"Darbhanga, Lehriasarai",MBBS,9500,9039(2),13081(2),13081(2)
AI,Open,Maharashtra,"Indira Gandhi MedColl, Nagpur",MBBS,158600,6168(13),10194(13),13084(13)
AI,OBC,Madhya Pradesh,"ESIC Med Coll, Indore",MBBS,100000,-,-,13186(2)
AI,EWS,Maharashtra,"Lokmanya Tilak, Sion, Mumbai",MBBS,158600,6602(3),8586(3),13196(3)
AI,Open,Himachal Pradesh,"Govt Med Coll, Nahan",MBBS,50000,7501(7),11287(7),13273(7)
AI,OBC,Rajasthan,"Government Med Coll,Chittorgarh",MBBS,96029,10122(4),11155(4),13285(4)
AI,OBC,Madhya Pradesh,"Govt Med Coll, Ratlam",MBBS,100000,11364(7),13292(7),13292(7)
AI,EWS,Madhya Pradesh,"NSC Bose Med Coll, Jabalpur",MBBS,100000,9209(4),12955(4),13293(4)
DU,OBC,Delhi,"Lady Hardinge, Delhi",MBBS,1665,13303(45),13303(45),13303(45)
AI,EWS,Himachal Pradesh,"Govt Med Coll, Nahan",MBBS,50000,8356(1),12518(1),13312(1)
AI,EWS,Odisha,"MKCG, Berhampur",MBBS,22000,8140(4),12935(4),13319(4)
AI,Open,Uttar Pradesh,"Govt Med Coll, Kannauj",MBBS,24000,8103(5),11568(5),13355(5)
AI,EWS,Uttar Pradesh,"Shaik-ul-Hind, Saharanpur",MBBS,24000,10628(1),13367(1),13367(1)
IP,OBC,Delhi,"ESI, Basaidarpur, Delhi",MBBS,100000,-,-,13370(12)
AI,Open,Rajasthan,"Govt Med Coll, Sri Ganganagar",MBBS,96029,9183(5),11555(5),13407(5)
AI,Open,Rajasthan,"RUHS Coll of Dental Sci,Jaipur",BDS,35077,13694(1),6406(1),13416(1)
AI,Open,Tamil Nadu,"Govt Med Coll & ESI,Coimbatore",MBBS,18073,5119(6),12535(6),13417(6)
AI,OBC,Rajasthan,"Govt Med Coll, Sri Ganganagar",MBBS,96029,10558(4),12499(4),13425(4)
AI,EWS,Maharashtra,"Topiwala, Mumbai",MBBS,158600,6365(2),9893(2),13471(2)
AI,EWS,Rajasthan,"Govt Med Coll, Jhunjhunu",MBBS,96029,13484(1),13484(1),13484(1)
AI,OBC,Karnataka,"Mysore Med Coll, Mysore",MBBS,64350,5571(8),11313(10),13516(10)
AI,Open,Tamil Nadu,Kanyakumari Med Coll,MBBS,18073,7186(8),13492(8),13547(8)
AI,Open,Tamil Nadu,"Mohan Kumaramangalam, Salem",MBBS,18073,5228(6),11708(6),13573(6)
AI,Open,Kerala,"Government Medical Coll, Konni",MBBS,23150,5786(6),12021(6),13587(6)
AI,OBC,Kerala,"Government Medical Coll, Konni",MBBS,23150,6039(3),12690(3),13598(3)
AI,Open,Uttar Pradesh,"Govt Med Coll, Bulandshahr",MBBS,24000,10012(6),13228(6),13610(6)
AI,EWS,Kerala,"Govt Med Coll, Kozhikode",MBBS,23150,8702(4),11730(4),13617(4)
AI,Open,Uttar Pradesh,"ESIC, Varanasi",MBBS,100000,-,-,13639(4)
AI,EWS,Rajasthan,"Govt Med Coll, Churu",MBBS,96029,10889(3),13662(3),13662(3)
AI,ST,Delhi,"UCMS, Delhi",MBBS,31340,13646(2),13670(2),13670(2)
AI,OBC,Punjab,"Govt Med Coll, Amritsar",MBBS,192000,9023(9),12607(9),13682(9)
AI,OBC,Tamil Nadu,"Govt Med Coll & ESI,Coimbatore",MBBS,18073,5815(4),13683(4),13683(4)
AI,Open,Maharashtra,"Govt Med Coll, Aurangabad",MBBS,158600,7773(13),11405(13),13686(13)
AI,Open,West Bengal,Calcutta National Med Coll,MBBS,9000,6375(15),11518(15),13687(15)
AI,EWS,Uttar Pradesh,"UP Univ of Med Sci, Etawah",MBBS,24000,10109(3),12252(3),13711(3)
AI,Open,Tamil Nadu,Govt Theni Med Coll,MBBS,18073,6539(6),13522(6),13714(6)
AI,SC,Delhi,"Lady Hardinge, Delhi",MBBS,1665,13728(6),13728(6),13728(6)
AI,EWS,Maharashtra,"Govt Med Coll, Mumbai",MBBS,158600,6626(1),11282(1),13767(1)
AI,OBC,Uttar Pradesh,"ESIC, Varanasi",MBBS,100000,-,-,13778(1)
AI,OBC,Uttar Pradesh,"Govt Med Coll, Kannauj",MBBS,24000,9957(4),12326(4),13799(4)
AI,Open,Kerala,"Govt Med Coll, Palakkad",MBBS,23150,5267(5),12126(5),13829(5)
AI,Open,Rajasthan,"Govt Med Coll, Barmer",MBBS,96029,8652(8),11645(8),13865(8)
AI,OBC,Rajasthan,"Government Med Coll, Dausa",MBBS,96029,10620(5),12322(5),13871(5)
AI,Open,Tamil Nadu,Thanjavur Med Coll,MBBS,18073,4073(8),12232(8),13876(8)
AI,Open,Maharashtra,"Govt Med Coll, Baramati",MBBS,158600,9314(7),12130(7),13890(7)
AI,Open,Madhya Pradesh,"Govt Med Coll, Ratlam",MBBS,100000,10378(10),12562(10),13959(10)
AI,EWS,Madhya Pradesh,"Govt Med Coll, Ratlam",MBBS,100000,13505(3),13961(3),13961(3)
AI,EWS,Telangana,"ESIC Med Coll,Sanath Nagar",MBBS,100000,11395(2),11395(2),13990(2)
AI,OBC,Tamil Nadu,Tirunelveli Med Coll,MBBS,18073,6468(11),13911(11),13994(11)
AI,Open,Bihar,"Sri Krishna, Muzzafarpur",MBBS,9500,10324(8),13720(8),13996(8)
AI,OBC,Tamil Nadu,"Mohan Kumaramangalam, Salem",MBBS,18073,5620(3),12085(3),14003(3)
AI,Open,West Bengal,"RG Kar Med Coll, Kolkata",MBBS,9000,7997(16),12512(16),14047(16)
AI,OBC,Gujarat,"ESIC Med Coll, Naroda",MBBS,100000,-,10681(2),14052(2)
AI,OBC,Karnataka,"Shri Atal Bihari Vajpayee, BLR",MBBS,64350,6170(6),11128(8),14053(8)
AI,SC,Chandigarh,"GMC, Chandigarh",MBBS,24979,14060(3),14060(3),14060(3)
AI,ST,Delhi,"ABVIMS (Dr RML Hosp), Delhi",MBBS,41000,14062(1),14062(1),14062(1)
AI,OBC,Maharashtra,"Rajiv Gandhi MC & CSMH, Thane",MBBS,158600,7852(4),11558(4),14118(4)
AI,SC,Delhi,"ABVIMS (Dr RML Hosp), Delhi",MBBS,41000,7191(2),14191(2),14191(2)
AI,OBC,Tamil Nadu,"Govt Med Coll, Omandurar",MBBS,18073,3612(4),11350(4),14238(4)
AI,Open,Odisha,"VIMSAR, Burla",MBBS,22000,7154(10),13361(10),14298(10)
AI,OBC,Odisha,"VIMSAR, Burla",MBBS,22000,10506(8),14270(8),14336(8)
AI,OBC,Kerala,"Govt Med Coll, Palakkad",MBBS,23150,6038(4),12625(4),14342(4)
AI,Open,Karnataka,"ESIC Med Coll,Gulbarga",MBBS,100000,10190(9),14031(9),14381(9)
AI,Open,Tamil Nadu,"KAPV Med Coll, Trichy",MBBS,18073,6379(9),12768(9),14383(9)
AI,Open,Punjab,"Guru Govind Singh, Faridkot",MBBS,192000,6757(8),11106(12),14394(15)
AI,OBC,Maharashtra,"ESI, Andheri, Mumbai",MBBS,100000,-,12432(3),14399(3)
AI,Open,Bihar,"ESIC Med Coll, Patna",MBBS,100000,-,13129(6),14409(6)
AI,Open,Kerala,"Government Med Coll, Idukki",MBBS,23150,6126(7),12614(7),14415(7)
AI,EWS,Rajasthan,"Government Med Coll, Sirohi",MBBS,96029,11658(1),14430(1),14430(1)
AI,EWS,Madhya Pradesh,"Bundelkhand Med Coll, Sagar",MBBS,100000,12542(2),14516(2),14516(2)
AI,EWS,Uttar Pradesh,"MRA Med Coll, Ambedkarnagar",MBBS,24000,10981(1),14551(1),14551(1)
DEL CW,OBC,Delhi,"Lady Hardinge, Delhi",MBBS,1665,14574(3),14574(3),14574(3)
AI,SC,Delhi,"UCMS, Delhi",MBBS,31340,8538(3),8538(3),14605(3)
AI,EWS,Rajasthan,"Govt Med Coll, Sri Ganganagar",MBBS,96029,11821(2),14389(2),14611(2)
AI,OBC,Maharashtra,"Indira Gandhi MedColl, Nagpur",MBBS,158600,8175(9),11631(9),14613(9)
AI,OBC,Tamil Nadu,Kanyakumari Med Coll,MBBS,18073,7655(5),14235(5),14619(5)
AI,Open,Haryana,"AB Vajpay GovtMedColl,Faridabad",MBBS,61410,6948(6),12219(6),14645(6)
AI,OBC,Himachal Pradesh,"Govt Med Coll, Nahan",MBBS,50000,9347(5),12108(5),14674(5)
AI,EWS,Uttar Pradesh,"Govt Med Coll, Bulandshahr",MBBS,24000,13059(1),14734(1),14734(1)
AI,Open,Karnataka,"KIMS, Hubli",MBBS,64350,5413(11),10958(11),14740(11)
AI,OBC,Rajasthan,"Govt Med Coll, Barmer",MBBS,96029,9907(5),11924(5),14754(5)
AI,OBC,Kerala,"Government Med Coll, Idukki",MBBS,23150,6769(4),13329(4),14756(4)
AI,Open,Kerala,"GMC, Wayanad",MBBS,23150,-,12491(3),14769(3)
AI,OBC,West Bengal,Calcutta National Med Coll,MBBS,9000,8258(9),12224(9),14788(9)
AI,OBC,Tamil Nadu,Govt Theni Med Coll,MBBS,18073,7180(4),14619(4),14826(4)
AI,Open,Madhya Pradesh,"SSMC, Rewa",MBBS,100000,8400(9),11706(9),14831(9)
AI,Open,Rajasthan,"Government Med Coll, Sirohi",MBBS,96029,10476(7),13285(7),14864(7)
AI,Open,Rajasthan,"Govt Med Coll, Dungapur",MBBS,96029,10093(9),12370(9),14923(9)
AI,OBC,Uttarakhand,"Govt Med Coll, Haldwani",MBBS,150000,9129(5),11894(5),14958(5)
AI,Open,Bihar,"Vardhman IMS, Nalanda",MBBS,9500,7883(6),11813(6),14959(6)
AI,Open,Tamil Nadu,"Govt Med Coll, Tiruppur",MBBS,18073,8914(6),14961(6),14961(6)
AI,OBC,Haryana,"BPS Govt Med Coll, Sonepat",MBBS,61410,9940(5),14510(5),14981(5)
AI,OBC,Tamil Nadu,Thanjavur Med Coll,MBBS,18073,5063(5),13445(5),15009(5)
AI,EWS,Odisha,"Sri Jagannath Med Coll, Puri",MBBS,22000,14447(2),15033(2),15033(2)
AI,OBC,Tamil Nadu,"KAPV Med Coll, Trichy",MBBS,18073,6815(6),14119(6),15036(6)
AI,OBC,Madhya Pradesh,"SSMC, Rewa",MBBS,100000,10171(6),12918(6),15058(6)
AI,OBC,Bihar,"Sri Krishna, Muzzafarpur",MBBS,9500,11096(5),15126(5),15095(5)
AI,Open,Tamil Nadu,Chengalpattu Med Coll,MBBS,18073,3814(6),11225(6),15110(6)
AI,Open,Jammu and Kashmir,"Government Medical Coll,Kathua",MBBS,26250,11929(6),15123(10),15123(10)
AI,EWS,Karnataka,"ESIC Med Coll,Gulbarga",MBBS,100000,12609(2),15144(2),15144(2)
AI,OBC,Kerala,"GMC, Wayanad",MBBS,23150,-,15455(2),15152(2)
AI,Open,Tamil Nadu,"ESI PGIMSR, KK Nagar, Chennai",MBBS,100000,6075(8),11786(8),15170(8)
AI,EWS,Uttar Pradesh,"Govt Med Coll, Kannauj",MBBS,24000,12381(2),14672(2),15185(2)
AI,OBC,Punjab,"DrBRAmbedkar State IMS,Mohali",MBBS,192000,5370(3),9376(3),15210(3)
DU,EWS,Delhi,"Lady Hardinge, Delhi",MBBS,1665,14522(16),14555(16),15212(17)
AI,OBC,Rajasthan,"Govt Med Coll, Dungapur",MBBS,96029,10240(5),12809(5),15232(5)
AI,OBC,West Bengal,"RG Kar Med Coll, Kolkata",MBBS,9000,9315(9),13576(9),15234(9)
AI,Open,Haryana,"SHKM, Nalhar",MBBS,61410,9719(7),13659(7),15245(7)
AI,Open,Bihar,"Jawaharlal Nehru, Bhagalpur",MBBS,9500,9419(6),14068(6),15293(6)
AI,Open,Uttar Pradesh,"Govt Allopathic Med Coll,Banda",MBBS,24000,11345(5),14176(5),15296(5)
AI,Open,Himachal Pradesh,"Govt Med Coll, Chamba",MBBS,50000,8311(7),12606(7),15300(7)
AI,Open,Rajasthan,"Govt Med Coll, Jhunjhunu",MBBS,96029,9077(6),12963(6),15338(6)
AI,EWS,Rajasthan,"GMC, Jaisalmer",MBBS,96029,-,15346(1),15346(1)
AI,OBC,Rajasthan,"Govt Med Coll, Jhunjhunu",MBBS,96029,10852(4),13494(4),15351(4)
AI,EWS,Jammu and Kashmir,"Gove Med Coll, Jammu",MBBS,26250,10524(3),15352(3),15352(3)
AI,EWS,Karnataka,"Mysore Med Coll, Mysore",MBBS,64350,7253(3),8905(4),15375(4)
AI,Open,Uttarakhand,"Government Med Coll, Haridwar",MBBS,150000,9655(6),13489(6),15415(6)
AI,Open,Madhya Pradesh,"Atal Bihari Vajpayee, Vidisha",MBBS,100000,8856(12),12391(12),15434(12)
AI,EWS,Maharashtra,"HBT & RN Cooper, Mumbai",MBBS,158600,8531(3),10540(3),15451(3)
AI,Open,Tamil Nadu,Govt Vellore Med Coll,MBBS,18073,4451(6),11801(6),15455(6)
AI,Open,Uttar Pradesh,"MRA Med Coll, Ambedkarnagar",MBBS,24000,9735(7),12896(7),15469(7)
AI,Open,Maharashtra,"MPGIMER, Nashik",MBBS,158600,8011(3),13401(3),15483(3)
AI,OBC,Tamil Nadu,Govt Dharmapuri Med Coll,MBBS,18073,9428(4),15493(4),15493(4)
AI,OBC,Rajasthan,"Government Med Coll, Sirohi",MBBS,96029,11449(4),13818(4),15508(4)
AIIMS SO,SC,Andhra Pradesh,"AIIMS, Mangalagiri",MBBS,1350,15527(18),15552(18),15552(18)
AI,EWS,Rajasthan,"Govt Med Coll, Dungapur",MBBS,96029,11255(2),15024(2),15562(2)
AI,EWS,Maharashtra,"Govt Med Coll, Nagpur",MBBS,158600,7746(5),11141(5),15580(5)
AI,Open,Chhattisgarh,"Pt JNM Med Coll, Raipur",MBBS,50000,6949(13),11424(13),15581(13)
AI,OBC,Uttar Pradesh,"Govt Med Coll, Bulandshahr",MBBS,24000,12671(4),15083(4),15597(4)
AI,Open,Rajasthan,Government Medical College Bundi,MBBS,96029,10692(5),12878(5),15614(5)
AI,Open,Rajasthan,"Government Med Coll, Dholpur",MBBS,96029,11216(7),14011(7),15637(7)
AI,OBC,Tamil Nadu,Chengalpattu Med Coll,MBBS,18073,4245(4),12864(4),15646(4)
AI,OBC,Tamil Nadu,"Govt Med Coll, Tiruppur",MBBS,18073,9659(4),15740(4),15740(4)
